# κ ΔE g
7.051107391528747825e-03 6.020586597935219109e-01 9.474285879598693186e-03
3.493971121777642887e-03 1.435458961577082526e+00 2.072362522007300135e-03
5.124838955627460243e-04 8.219125159935161129e-01 9.716990028532586018e-03
6.103671199122626990e-03 1.159264412299403801e+00 3.905335152149076120e-03
2.009231520503035415e-03 1.430857265165653480e+00 4.755074897724116158e-03
5.007694771946638590e-04 1.035938866666576530e+00 9.434997495289329170e-03
1.722906274685731152e-03 7.846398694444691735e-01 9.401231693203997153e-03
4.627908836749332171e-03 1.292985564178904090e+00 8.668288468816363890e-03
4.649279564823169224e-03 1.162320581707786848e+00 8.768032870485126945e-03
1.608377193216144283e-03 1.040375922323338198e+00 3.331274671131180098e-03
5.477024109622147773e-03 9.029096625015612387e-01 3.174048744153575626e-03
7.053223532926432109e-03 1.165369874902834280e+00 6.128363756810630177e-03
4.786403276474356268e-03 1.152605592285557812e+00 9.299589873513893629e-03
7.684893167913650798e-03 8.276516516440363125e-01 5.814000662101315988e-04
3.619271343786917739e-04 1.206684646008577388e+00 9.282034286327683556e-03
6.881468446238377156e-04 1.160744975476590835e+00 2.715817607926130587e-03
6.350869506840249763e-03 9.542482217728671667e-01 6.657059870651607127e-03
9.552473530440043145e-03 1.224009306244415951e+00 1.179793173673030979e-03
3.553636685132705551e-03 5.078131401540619816e-01 8.068468855226232361e-03
2.705689883714042536e-04 6.917824998163013550e-01 2.596010911552220583e-03
4.902231752906076843e-03 1.338093291286093001e+00 1.638151514880478114e-03
9.416038811838509451e-03 6.491922325191676890e-01 5.495793596339272787e-03
5.546444630186666072e-03 1.408448711439023615e+00 5.746288734133320978e-04
3.303952116154803848e-03 6.406391438313394637e-01 1.472467680655638496e-03
2.928394396515164415e-03 8.482802893001358813e-01 5.602000784733383518e-03
2.107038535465404969e-03 1.378378435440609007e+00 7.814729158186862340e-03
1.139739960038928419e-03 1.193849514640228371e+00 5.061101118123946530e-03
2.706744956263885862e-03 5.939786672860032368e-01 2.111187887159376823e-03
4.207134463356227046e-03 1.310875446839288916e+00 3.116703765135007183e-03
1.135160406888812866e-03 8.918347498235255078e-01 2.962968979703957569e-03
9.469969647977635047e-03 1.374291707291541265e+00 6.836210581175478085e-03
1.461519688895130927e-03 8.884161134379873204e-01 8.151471336744438301e-03
4.365475683673195918e-03 6.471456402026097843e-01 4.765912345904254645e-03
4.311579237819158743e-03 6.365441764973724936e-01 7.816441227684449780e-03
1.589478188373490218e-04 7.715532513619237642e-01 2.258169756236583312e-03
6.424391853200464922e-03 7.063981223447145519e-01 4.248240775002169560e-03
8.925628497526868349e-03 6.759038946063828934e-01 8.881639219973883059e-03
7.486584154315559583e-03 7.567006671451648181e-01 9.353225313030283719e-03
4.225573200958370433e-03 7.208228714865618780e-01 6.824971217796995705e-03
1.704219989838185248e-03 7.351834310261580185e-01 9.735641499716668826e-03
1.185813158054124664e-03 5.197608822477165491e-01 3.675251458522140000e-03
9.344915072599140754e-03 1.413023523675747128e+00 2.484175512239308187e-03
6.909885021631898471e-04 5.070710762500841851e-01 2.705572533904940713e-04
9.388521755394734760e-04 1.412010914045061183e+00 1.238871818348602320e-03
9.553569652807016380e-03 1.279749137479612386e+00 1.120606895329549118e-03
3.142502178251175681e-03 1.176561179099319343e+00 4.031937616152444365e-03
4.890892509175227137e-03 1.210257436878098058e+00 7.032656355251526090e-03
7.830716398769142425e-03 8.620449600427461112e-01 4.726223922024530393e-03
4.810672779903994896e-03 1.439079239974930813e+00 9.839426301964514232e-03
1.567882827961021726e-04 1.156973847095266850e+00 4.165882808314447586e-03
3.755234008981409456e-03 9.619333968605715546e-01 5.309719372736967230e-03
3.017469699730153648e-03 1.059868452827512408e+00 9.424484345660638250e-04
8.021964197082766257e-03 5.603324337204047545e-01 9.162131626680633176e-03
5.064563598613723919e-03 7.821364567732222994e-01 3.055178602891903041e-03
9.704891436943413954e-03 1.499930405440123016e+00 2.214647079603928193e-03
1.694755776446277762e-03 8.148058332716530128e-01 2.383778339394996507e-03
1.951476210874203681e-03 1.150143770937597676e+00 8.561544515185081153e-03
4.656280164065137832e-03 8.729649128066850894e-01 3.619050488062411624e-03
1.015349210721155394e-03 9.566078592463616026e-01 3.245079743904764717e-03
2.871699118722449099e-03 8.706560939559824241e-01 8.908893558439375665e-03
1.494977160728663433e-03 6.070437818384308848e-01 9.632513624242741365e-03
5.033282392239733782e-03 7.326971714274478353e-01 9.333711236444575468e-03
7.301296707547662475e-03 1.485667836532088781e+00 5.497266541008527692e-03
7.576089971589966728e-03 1.399236709637928122e+00 5.101741113337727139e-03
4.744813750998326529e-03 8.895202492790735826e-01 9.211177885862930834e-03
5.218354344482008592e-03 1.215029598794620691e+00 7.504668754517435439e-03
1.367389785012928464e-03 6.713583610623307107e-01 7.956306852313453984e-03
7.793924031910389946e-03 6.672082626095496849e-01 5.219964759236242350e-04
5.519340112389609955e-03 8.082805966968488187e-01 3.052893180521697950e-03
2.053671723353432243e-03 1.102662504978964453e+00 3.527788842312724795e-03
2.431039701310306559e-03 1.165919742272260695e+00 8.598562717162637134e-03
8.972738007159189108e-03 1.019523138283527697e+00 5.894810165874442981e-03
9.395407124486691505e-03 1.147116981272846337e+00 1.948657703273377916e-04
5.185030585484775439e-03 8.060236400908176169e-01 6.859786425123253102e-03
9.079639497399764198e-03 5.804816377931658611e-01 1.924342055665958931e-03
8.298511559206614777e-03 9.521088485842886806e-01 5.850587461035433763e-04
4.369284893667492627e-03 9.202284219032242918e-01 4.497099439961400706e-03
3.644594928793240367e-03 9.038395971428195841e-01 4.622415302177717146e-04
1.303558290991146886e-04 1.221350025179365417e+00 4.865634472973904591e-03
1.988063287985350393e-03 1.430608274463890162e+00 5.229736748822229504e-03
1.993091260569636834e-03 1.429901483147861141e+00 4.045082034512964726e-03
2.661070471015912660e-03 1.091559197326075203e+00 5.806835116474201586e-03
1.960592946580498163e-03 1.229797599206431835e+00 7.347718687245262045e-03
6.291801677913689238e-04 8.702861304233834305e-01 2.212298905098534010e-03
4.964377762034097134e-03 1.448127557016982481e+00 9.103829919421728770e-03
3.412165443673061387e-03 5.314926162909142660e-01 3.270996429787148118e-03
6.915153812145915027e-03 9.189337439381173311e-01 7.786976125038564712e-03
2.572515795258469365e-03 1.376293753839935796e+00 6.853309426457934207e-03
1.155607199250239256e-03 7.973014016292512274e-01 8.126708015257660435e-04
9.019869909641695105e-03 1.295187860684898551e+00 8.039987068007835649e-03
9.938879006295857355e-03 1.096785940333709242e+00 7.586488737274686353e-03
5.672676721036478548e-03 8.619059055178294182e-01 7.503686243775843992e-03
6.459796854851820695e-03 1.136001792558427592e+00 7.238421529303660021e-04
7.521970348602027455e-04 1.486473683367572463e+00 3.570346451368113742e-03
9.909401716795392112e-03 1.028831843508505983e+00 4.527383153086258355e-03
7.946400444308104796e-04 6.415508932184547097e-01 4.919226017771751586e-03
5.305376801580639640e-04 1.020568913471347372e+00 8.530579271887602866e-04
3.311975816029463608e-03 1.484670943573656920e+00 6.508859243115425880e-03
1.673050486327896502e-03 7.363451198564984201e-01 5.815977310622727145e-03
3.107930749755401061e-03 1.195066739104716502e+00 7.596302310734106070e-03
3.208365190180185750e-03 5.726865515641824667e-01 4.750554250620825890e-03
4.411077936890299075e-03 1.439912987375343789e+00 9.801030557788855541e-03
5.124431202701992816e-03 9.753791934201061498e-01 9.239725658913027287e-03
7.194310471530819366e-03 6.298949755737850431e-01 1.403119667216726945e-03
9.101497836882419326e-03 1.115332137098545395e+00 1.704141037706228493e-03
2.612436663423549268e-03 6.961682487022379240e-01 5.697596217152517406e-03
1.590109996216700419e-03 8.170877673863830015e-01 3.357680891016774725e-03
3.508099652582077118e-03 1.378685084384901227e+00 9.934675206164741978e-03
4.903089189178120449e-03 9.444468575769005003e-01 6.206703558651502708e-03
8.469856082360813915e-03 1.327173591075095027e+00 7.297360842748552498e-03
8.426724465626096727e-03 1.082290370879620767e+00 8.010363331035469381e-03
3.427562775495612488e-03 7.196622360453628353e-01 5.300510397155416657e-03
1.753420475471959439e-03 8.182634156618190380e-01 3.135868641060709713e-03
7.109380216562369813e-03 5.601704023301673496e-01 5.179510498592240428e-03
4.165193366799651610e-03 1.432489895331013452e+00 4.625121737595164900e-03
4.890299550036611605e-03 6.696831946878423203e-01 8.220179380313909906e-03
4.360484723974472794e-03 1.178206566635041863e+00 6.972909548068968906e-03
9.516657110776663431e-03 6.467530993655951077e-01 6.272964008527068605e-03
3.504806380466160814e-03 1.182935604805386731e+00 8.458743758170619506e-03
4.087294638298940609e-03 6.165809286482845097e-01 2.440894439776269097e-03
7.304433141389519817e-03 9.386465838621147473e-01 4.805842214619981782e-03
1.332733105911870861e-03 5.471225177649157168e-01 3.991484290967536527e-03
4.739998038712943049e-03 1.145027912363462796e+00 4.606421749817703887e-03
5.339064139740706122e-03 5.813184735427205929e-01 9.202217468414351093e-03
7.940058593154986771e-03 8.703205939169663674e-01 8.605939858513255228e-03
3.219405975233035223e-03 1.442260825097957611e+00 5.605123841956222456e-04
8.984332976487148341e-04 1.460721361452680167e+00 3.431669816564927693e-03
7.036890129748164108e-03 1.303217003946622210e+00 7.188058643300511592e-03
4.629049577642812587e-03 1.083844261116482688e+00 9.408204819083691370e-03
9.578992968189562959e-03 9.318688279295564980e-01 6.548769419279431778e-04
4.301816099827867300e-03 7.098621163899049291e-01 1.185705196678678991e-04
6.157093411813334936e-03 1.271097468780555850e+00 8.981041190662331780e-03
4.664445314365048452e-03 7.333744693430507278e-01 1.452711482604649579e-03
6.214177967772221284e-03 8.078089696872564618e-01 3.241605404760933805e-03
6.022337864529715180e-03 9.221141331949496145e-01 3.842562576180716741e-03
3.179096312129630914e-03 1.396782099954030354e+00 9.645130743478568663e-03
6.353937470334571243e-03 1.168455679970034744e+00 2.998829218619730123e-03
8.672414186185707294e-03 1.005199349734078318e+00 6.180889803113712860e-03
9.973861741957450872e-03 6.599296900678207622e-01 9.232606351456996291e-03
8.289755995466696267e-03 1.416075969561718662e+00 5.269727088050999743e-03
8.972798968739783415e-03 1.498545080554144704e+00 8.804945882962088646e-03
5.145103004078135228e-03 6.143280916669328073e-01 7.332511991859864096e-03
8.959157040662238045e-03 1.049114686589011747e+00 2.308772350853968876e-03
8.883934370691628016e-03 1.159315695755778197e+00 3.137508660560641566e-03
7.779750581409494974e-04 6.435760107241778050e-01 5.263303550152264448e-03
2.362593421688282021e-03 1.477940705307341673e+00 7.788153119605486889e-03
4.349365031588686530e-03 5.152137840094607180e-01 8.123039472486946353e-04
7.512247826818338296e-03 1.157370698533835229e+00 9.959662119817653397e-03
6.969628730704238717e-03 1.157215074283521883e+00 1.079552194016041630e-03
4.077138807834661260e-03 8.454912430220963282e-01 4.211925184141188452e-03
9.676756631449467266e-03 6.804153675014745772e-01 4.488909602876056497e-03
7.433561158718171623e-04 1.211846910928163545e+00 6.961991371017476130e-03
6.922709171614901957e-03 9.845589894207960047e-01 6.018542283199493359e-03
6.446856575864472368e-03 1.249829129599455912e+00 5.174423876063757172e-03
7.971367844905215272e-03 7.437132065859456409e-01 3.114735835741307742e-03
2.840683618248031859e-03 5.667896081522719731e-01 8.955871283284431300e-03
9.260355257482347571e-03 5.317842058680014583e-01 2.402635302246938168e-03
5.314304382056597893e-03 1.438849643428594671e+00 9.959205052506794539e-03
8.216056687209798842e-03 6.596776943521108771e-01 2.432407282484355063e-03
1.577629747887369102e-03 1.290794863400910986e+00 8.103426777381845039e-03
3.205836478138053558e-04 1.031288199027141417e+00 8.204781258071428343e-04
6.450545498856522300e-03 1.266916223028156319e+00 1.125071168413034660e-03
9.466651334941791071e-04 7.306006235403830207e-01 2.372014272187099662e-03
8.457592258624316295e-03 1.458366857342691558e+00 5.523072695266923425e-03
5.879719718572528351e-04 1.075061403308089858e+00 7.904018953202692627e-03
4.619257928711883315e-03 1.415289682885076950e+00 6.577599115727378147e-03
9.017134906136854353e-03 8.207098416867693036e-01 6.724676084646209057e-03
4.963380126309554705e-03 1.283212768284797800e+00 6.206396659086351776e-03
4.402691748632100999e-03 1.037401408511579692e+00 2.681798410062515188e-03
8.668833114552684099e-03 1.498542183519581794e+00 5.596648529668571230e-03
8.794855876506607606e-03 1.027866426045258574e+00 1.047899872212940684e-03
9.832786378539385211e-03 6.066456763138793340e-01 3.430433812189659371e-03
7.746214097446970162e-03 1.402297944463122503e+00 6.952048306744534889e-03
3.986777367629803712e-03 1.396815339907304221e+00 6.245309003851886795e-03
4.738647145265438912e-03 5.026413207477501421e-01 6.836669725875259285e-03
9.206293468262330762e-03 1.002648699343520189e+00 7.531210066140024868e-03
7.021178170134831018e-03 8.878598406029007961e-01 9.132377647213030247e-03
6.079792891344191694e-03 1.121808331383054469e+00 2.790777196284042333e-03
6.191954374702362401e-03 8.232568537823937715e-01 1.687931831709848715e-03
2.525519967400946509e-04 1.387880191724665702e+00 1.063052460353876126e-04
4.286083425080352421e-03 8.654638079708592002e-01 7.660538744352536795e-03
3.362492612297891988e-03 6.168462898881337253e-01 7.180988979812095302e-03
5.175895463136068360e-03 6.471881303231770133e-01 8.983678588261470935e-03
1.935460999297668010e-03 1.073425929284069547e+00 3.557812963850404044e-03
6.478700503137875544e-03 1.290332150663074495e+00 8.936978852661484757e-03
4.260685392171770919e-03 1.337931175984257592e+00 6.916455529962665938e-03
2.839556509709578389e-03 7.716415581543315527e-01 9.404256184791660433e-04
3.181582770698355468e-03 1.244348645037808510e+00 2.625815948138015242e-03
1.673860704857504282e-03 1.077910970225334442e+00 7.556539328483015232e-03
4.276887476860571045e-03 1.260069536263450418e+00 5.314545210815132224e-03
8.308795428740068517e-03 1.004967123137629814e+00 5.654162155890086333e-03
9.909085781342360372e-03 1.423041196888638504e+00 9.004718151888047376e-03
6.380023039323634050e-03 5.309307928207074312e-01 6.767975939207460795e-03
3.695825726119638614e-03 6.696394655015668329e-01 4.800427756337321238e-03
8.812398461841413136e-03 1.458550265565405013e+00 9.638021207976993354e-03
9.327061602145407526e-03 5.413608720912762573e-01 2.522126157365807853e-03
3.168368660790954906e-03 7.556730910078822694e-01 7.107212971030041869e-04
9.605511036575873143e-03 8.489774117184748503e-01 5.699177373667081367e-03
1.868803897822203562e-03 6.842457839309450396e-01 4.102166937751755560e-03
2.325647605839020575e-03 1.322003673825142833e+00 4.186540340433567500e-03
1.496521461070047165e-03 9.118481003267074891e-01 1.252516914209534423e-03
3.523910485302940952e-03 1.428641232751033163e+00 8.698016598634786961e-03
3.335773528223028462e-03 1.330956621035883192e+00 3.705261217522648389e-03
4.644548349834696013e-03 1.324427345012654467e+00 9.454307779846517559e-03
6.402692909227600954e-03 7.764273620343817850e-01 4.856047693043793849e-03
3.005345486329042554e-03 5.684007404606628011e-01 5.175800300226212312e-03
9.921272248644493960e-03 1.360190703118197231e+00 1.423457156265645757e-03
9.116215318387772739e-04 1.346258922865204877e+00 2.668807613366094497e-03
5.266795408375379850e-03 1.035442169804634327e+00 4.659499059029766424e-03
3.171422057491400225e-03 5.472297884313870320e-01 2.539939119018951551e-03
5.586477675602583709e-03 1.096136217255813783e+00 9.918367596326265259e-03
9.260092675766001466e-03 8.590486305542048839e-01 5.329574571434328792e-03
1.665081630627505624e-03 1.389445238665506288e+00 6.852866449301168094e-04
4.592650451558156523e-03 9.646896930052915042e-01 7.373135438156636252e-03
3.730869663681515066e-03 1.492541457295561536e+00 1.131361971383525481e-03
6.692468876379375348e-03 9.604433326542015648e-01 6.380111066325143019e-04
8.944539257119198811e-03 9.191847551195261312e-01 5.958086807067666411e-04
7.750524712636053422e-03 1.137280905310551260e+00 9.343897501483495668e-03
9.360460376662870299e-03 1.225744739162199615e+00 2.137243122186596820e-03
5.006563417701722501e-03 9.204643090970123787e-01 1.245470622659710508e-03
8.584889547539584914e-03 8.382208778307155272e-01 9.505628821209508722e-03
7.501218456263865700e-03 1.181490755172450058e+00 7.469000224000265330e-03
5.691934923936608484e-04 9.252621063286988745e-01 2.617953412957790479e-03
6.372934760892871517e-03 1.168420691154369973e+00 6.244843011584777330e-03
5.200962216832286447e-03 5.520460228745408537e-01 7.357445381931415965e-03
4.632735287242237612e-03 1.485258711958594491e+00 3.341512309884079050e-04
8.178551312406519974e-03 5.931923654959723180e-01 4.318385421544356818e-03
6.584232123789368054e-04 6.887379486714743093e-01 8.845872418467660980e-03
1.081942457492697822e-03 1.265218203828874843e+00 5.640534455040584205e-03
3.799058318322553768e-03 9.830224550905960479e-01 8.908146913792899454e-03
2.823056353018185867e-03 1.443389564600421338e+00 1.615287572470102545e-03
2.471318976480989509e-03 6.757024094229538980e-01 3.402678120372719297e-03
7.358824732814824368e-03 9.868249942501987615e-01 9.964261996347848274e-03
7.098837755161053684e-03 1.430280416890926887e+00 5.487577333250409682e-04
3.887445461353631736e-03 5.745656635770344245e-01 5.340860260667029853e-03
4.306636083323847793e-03 1.371761171184229688e+00 4.363796160321192601e-03
7.162238972772681442e-03 1.206922375081020959e+00 1.415703803984020345e-03
9.046991481747488142e-03 1.026747075358121597e+00 2.014865620416624557e-03
9.430369573481771697e-03 7.326476008507567528e-01 4.364157753556266017e-04
7.252768150548394646e-03 1.320675087306111939e+00 5.793195801395363380e-03
1.100549337913726443e-03 1.099121484161974305e+00 7.818770150553483803e-03
5.201504142589590332e-03 1.103725830734184177e+00 5.744632977799947297e-03
5.388561539284346391e-03 1.095141406574191123e+00 4.371506631831169679e-03
5.180086478319420942e-03 5.114984633874236630e-01 6.468114879971034910e-03
8.201637876719788034e-04 1.074758363224828095e+00 1.862995799981124198e-03
7.655118340803497221e-03 1.017379783636050750e+00 5.133187567565559647e-03
9.731793349952637048e-03 7.363727063137072149e-01 1.628893671797142619e-03
8.508561779994592775e-03 5.995330497070011644e-01 7.621218028793312269e-03
7.943649912523723794e-03 1.038363992458918972e+00 2.357188639767207605e-03
1.795763095948994977e-03 1.366004067864623028e+00 6.988544178804104515e-03
9.945969251991468307e-03 1.495088575640783457e+00 8.370102434294777582e-04
5.088611190638271491e-03 1.274883629055881595e+00 2.573820304790721842e-03
7.183823368634858521e-03 1.195709008031816234e+00 9.156746013633858261e-03
2.472051547286083489e-03 9.172315403355268959e-01 7.189651939468849097e-03
7.050286196191860727e-03 1.329529569482448270e+00 6.336737454858954594e-03
8.480129827212376167e-03 1.350184506576802335e+00 5.252714958960258765e-03
5.343880189726303749e-03 7.674552056665986388e-01 6.928781058152362442e-03
3.501907412748125892e-03 6.629135728951593975e-01 8.378543744479520147e-03
6.334431208489106797e-03 8.164996713184431432e-01 5.839612538736735879e-03
8.901209827164247024e-03 8.562758065187782153e-01 7.423666420748559897e-03
1.926852529910046564e-03 9.698880500707588448e-01 4.334535379439024075e-03
6.228411964238667747e-03 1.221283640113465019e+00 6.261032350819983015e-03
5.304997775797562140e-03 9.594316373239430984e-01 8.679516876614898693e-03
2.386138714396558291e-03 8.615880105294683178e-01 2.102360276812671475e-03
4.414663862798185747e-04 1.411538192156353677e+00 3.156529875397820570e-03
1.791462090235163267e-03 7.329564284972004407e-01 2.745622770188226210e-03
3.725791657434890380e-03 1.442105406686263969e+00 7.726226472279579260e-03
9.476957975868232839e-03 6.023708728077690200e-01 1.511159251465772667e-03
1.506922911483139348e-03 1.093271030476153260e+00 8.918918030973888023e-03
8.398171679119039931e-03 1.188591114223372713e+00 3.172211562326117396e-03
9.122905249196295273e-04 6.374064237818853895e-01 6.202305984008615880e-03
3.804959261107685939e-03 6.659110431929619045e-01 5.371467787606955778e-03
1.255925121914115705e-04 1.169757175537412319e+00 1.008039785569009002e-03
3.659537404876100127e-03 7.185486882583415058e-01 9.368195372105727692e-04
2.497448516757249173e-03 1.067239551262889385e+00 2.461566054797561989e-03
9.384353945390597196e-03 1.159609301674922488e+00 4.072464360585499425e-03
5.227281602577528961e-03 1.459505443925819934e+00 5.766937620194119776e-03
9.462441528176712691e-03 1.268162629448951417e+00 6.923795367226304003e-03
5.018982398831282193e-03 1.438857740279098518e+00 1.902448778000439839e-03
3.491863790247001949e-03 5.063768727689029747e-01 5.180657518946634767e-03
9.582772941063669517e-03 5.649293275561544370e-01 3.551634518037749761e-04
7.907382743326278260e-03 6.352011789199131231e-01 8.493369056095724165e-03
2.512679856561326076e-03 1.407070631155400431e+00 6.814596784373928677e-03
2.222157001377135597e-03 1.271350624590822598e+00 9.815555628763466753e-03
4.787659893126950533e-03 7.957147602441728695e-01 6.082075551011986193e-03
3.290560804415082821e-03 1.384999808485100736e+00 3.512970101587065824e-03
7.830792504544187294e-03 1.200529476652781646e+00 5.485171670500858451e-03
2.683043582992412131e-03 5.348848185812788980e-01 8.425495329540105133e-03
7.029944568416595686e-03 1.183962835687000892e+00 9.935568216570845115e-03
3.526676516524342685e-03 6.964388392398344063e-01 8.873739089209194131e-03
1.675720278087879014e-03 1.025409878824179444e+00 2.443151250925708340e-03
9.240054216216396499e-03 1.028371943580977499e+00 4.735166897057466358e-03
7.863979825509584409e-03 1.404368687637508550e+00 4.831621002564196604e-03
4.863063105231098943e-03 5.674606511500336348e-01 9.054630992387289676e-03
4.817557069502447289e-03 1.291591785842880924e+00 1.469581470315601754e-03
6.047022496893286921e-03 1.220223814957158925e+00 6.832283331494263222e-03
6.301880104146130243e-03 1.176057250563508738e+00 2.646113656910687589e-03
1.738743709042692457e-03 6.183001178297778955e-01 2.337655859150830889e-03
7.319525180761470365e-03 6.559028607763324192e-01 9.158683387437232398e-03
8.516921350760485107e-03 5.485977264729255953e-01 4.696763241069772284e-03
5.647678203246036047e-03 6.401475612377327540e-01 2.003379725610156172e-03
1.127859931395199834e-03 7.813501815610369716e-01 8.656908012352023535e-03
7.403642459872636708e-03 5.477367608842088620e-01 9.069830221740772525e-03
7.251677370805638574e-03 8.762194827535891850e-01 3.694973890892786460e-03
5.519751965398310596e-03 5.437881168597410442e-01 4.843028852978086690e-03
1.466513174220681302e-03 1.047895149397211068e+00 1.137362342074193892e-03
6.888063842200650190e-03 1.440785635584914237e+00 1.197786008083947737e-03
9.715906619782494272e-03 1.275781581367902540e+00 8.455744135977551548e-03
7.940896345482215124e-03 1.190575501019401683e+00 9.279461458933155717e-04
6.626279118005933694e-03 1.325666876928215387e+00 2.658341092208061762e-03
2.140676836249375513e-03 1.119487415331194224e+00 7.818452086490356584e-03
5.888149415855584851e-03 5.986801940439240299e-01 3.025069397845561638e-03
9.554432306025886779e-03 9.141373404757942023e-01 6.186167085951712122e-03
4.068279879602359865e-03 8.090202745857781874e-01 5.554154514312005693e-03
2.640632560834967404e-03 1.027224764691475833e+00 3.454015755173110627e-03
4.006981621938529711e-04 8.320675896484092116e-01 9.864274840633745906e-03
9.904920983497780829e-03 6.071940902212313862e-01 6.012160295404332840e-03
5.327622289888451525e-03 1.326179144272243260e+00 7.932781930181029284e-03
7.369998436747966786e-03 1.206423609530267615e+00 3.709890978567542512e-03
2.964789356595061865e-03 5.847115464306679167e-01 4.664251063540886429e-03
7.753049637956685447e-03 7.451882447660613806e-01 2.658348244755292036e-03
5.236538423323946860e-03 1.326925259540796320e+00 2.294145670110877416e-03
4.148769028117199609e-03 1.459676195675970956e+00 5.470861923335700039e-03
7.166060865386791878e-03 8.586004494463107539e-01 4.262836418487210045e-03
5.420883993452868185e-03 9.009167964290114572e-01 1.498149270633578533e-03
1.506695934917611814e-03 1.424155161131959169e+00 9.773991753773591390e-03
1.488515769558810056e-03 1.169354694163848629e+00 1.610978822458829880e-03
1.096131421481825324e-03 9.627794854064140040e-01 3.076176915565571185e-03
5.921082452520919429e-03 6.901228121244893376e-01 7.879418618304786723e-03
5.034580971675472593e-04 1.267800247895964016e+00 5.879571675644080717e-03
6.357955988395241724e-03 9.127930362811549347e-01 7.411506356791495650e-03
5.184410612055620135e-04 1.185427779372899781e+00 3.535213288168916404e-03
9.091441781941907510e-03 7.269496832396307173e-01 2.272553236622175052e-03
7.329159714433365787e-03 9.079624533863375202e-01 5.085858166813105388e-03
6.519133778129110497e-03 1.172855654208708298e+00 6.365677516939685643e-03
6.841946981213444488e-03 7.087569486924566453e-01 9.328047597739402147e-03
6.435259275116848171e-03 6.948178220728569165e-01 8.800515947247705695e-03
4.842741100404260660e-03 1.131093982310481749e+00 6.697742964508804006e-03
3.049494067892678708e-03 1.067969440405627468e+00 1.551730035859761421e-03
7.343031591298780636e-03 1.375391644851907458e+00 8.567807886949586893e-03
5.954386777376632564e-03 7.882272743139325799e-01 3.013976400542623182e-03
4.091399218007943741e-04 1.401380216120517108e+00 5.063931467948864368e-03
6.306032262695257518e-03 1.206947774369759419e+00 7.540843819905837866e-03
8.683497492601114504e-03 1.249670022236145428e+00 8.767287179671319833e-03
5.502954605957166394e-03 8.308951042373542428e-01 3.304612077877397847e-03
8.063150902600253050e-03 1.329260973198531204e+00 3.622443151579864910e-03
4.169245464450148722e-03 1.467563461607981345e+00 7.099691173220110986e-03
6.006225395271120107e-03 1.399950280005374692e+00 4.081237639571389485e-03
9.661790046698365622e-03 1.337388380193693660e+00 1.807956836380778757e-04
9.413111234879683459e-03 1.102003428176513644e+00 9.795520230918791302e-03
3.138642181271460163e-03 5.497910491963424739e-01 7.295954654816882469e-03
1.580780415339108321e-03 1.018733288923825198e+00 7.667102010155197288e-03
4.508779638766457348e-03 1.452173831963369022e+00 7.093175213696088777e-03
4.743158861435889558e-03 1.423223860634332372e+00 2.614328433612937621e-03
6.570118797940560640e-03 1.234802687337492433e+00 3.980196877711290014e-03
3.148298878792935886e-03 9.306594223228160656e-01 6.198410853207451422e-03
3.507859397852197691e-03 1.018213785584954678e+00 6.343510301254755637e-03
6.708046840269487297e-03 1.128552753995043734e+00 5.511499700206210287e-03
9.410320794513841666e-03 9.114488653227601489e-01 1.949045701766476905e-03
5.820521097404497170e-03 5.204405455656201385e-01 6.739281981227933718e-03
7.073414706379527878e-03 1.139266065501681968e+00 5.656431199844463853e-03
2.147990589749822991e-03 9.610055158854213797e-01 7.134490808605374774e-03
4.899223577661405982e-03 8.485413398447293476e-01 5.353246221340229871e-03
7.163612083718266452e-03 7.976333201821398378e-01 3.065541090799143997e-03
4.480271285757404798e-03 1.287849579656502819e+00 9.338313182506446583e-03
5.124126226493772203e-03 1.305897202171554472e+00 1.655524671490295240e-03
4.308938288769215141e-03 1.008186527916599129e+00 9.441297265714972131e-03
2.775101331862836343e-04 7.799162682848979067e-01 9.701925909458701189e-03
6.512647064521014930e-04 6.192043297829329385e-01 8.333510353188600464e-03
3.591527018856399689e-03 1.290786793840168034e+00 9.696998558438670382e-03
5.857964379444240144e-03 1.284084548042871532e+00 5.549155020589655908e-03
8.905727938971062796e-03 1.146326290719869689e+00 5.480792764550322963e-04
6.994224227706816351e-03 5.187103222337051678e-01 7.078776261736190178e-03
1.865908590373239768e-03 1.289012153133451299e+00 5.765524311412193945e-03
1.495051165138123941e-03 7.697958239657196611e-01 6.395162058375558102e-03
8.182663871603117331e-04 9.046851344833413133e-01 8.851953214401285866e-03
1.604045897665687132e-03 7.466662322313674105e-01 6.690713351982209914e-03
1.452229296726382591e-03 1.271551298117775453e+00 3.920752199071802016e-03
7.876475702906735391e-03 1.293643569791272929e+00 2.899824806382151439e-04
3.821520791566634522e-04 1.274561431816071622e+00 4.554757422973306109e-03
1.318531378639177694e-03 9.981849249723214745e-01 9.431551677162071032e-03
1.266624564673452360e-03 6.056274182080670920e-01 4.557925678766103217e-03
6.182458670853450966e-03 1.221660388068369185e+00 1.359946430666932136e-03
9.669136764898897743e-03 8.809444521745446455e-01 3.501397447407392227e-03
2.924363703052901514e-04 9.501458482450803045e-01 1.030877245660017857e-03
2.138733327149104115e-03 1.136600733931254936e+00 4.410559814162340504e-03
2.895480501595259874e-04 5.158925172764560196e-01 9.907130231074539814e-03
8.016583061944148464e-03 8.600715335648196902e-01 7.312346456933147519e-03
