# ΔE ℽ g
6.350347331644802251e-01 4.215421834157411993e-03 6.640324669209272598e-03
9.379004269504317426e-01 8.247493012568874599e-03 5.635012401260722573e-03
9.927234497112401579e-01 9.936171301508466350e-03 9.280658202282692556e-04
1.481197030041585094e+00 3.409060481238403075e-03 7.586828108091606300e-03
6.304716306066411313e-01 5.233963314351322213e-03 1.468884251064417898e-03
1.172885667640694685e+00 6.732438653667342787e-03 7.416726156154919945e-03
1.114563135610835420e+00 2.635645041017320011e-03 4.240760554076878665e-03
1.022954105027390703e+00 2.074177787721117900e-04 2.395400909761186202e-04
1.167801833317854587e+00 9.730091139551986026e-03 4.817747346308647385e-03
1.113416356704674648e+00 1.533037192719583029e-03 6.230587969017944983e-03
1.478087990064378632e+00 2.487791766181038366e-03 2.142714921572501027e-03
6.124381965709817521e-01 6.066366129738653967e-03 2.389406814388813066e-03
6.767198368161058131e-01 7.816439996315432612e-03 1.808350401076528127e-03
1.088799848269661474e+00 1.711429244971703718e-03 3.591248715771242200e-03
8.104752548614311269e-01 3.331542582870501701e-03 7.852384860774835537e-03
1.369583554754497445e+00 3.923856905338530578e-03 1.997250611202676471e-03
5.884423657145039233e-01 6.691957276906006918e-03 5.822832624161355421e-03
7.718898619518678172e-01 6.924356521621740160e-03 8.386142847980650183e-03
7.721602785583114859e-01 9.519199869687501592e-03 3.049309017167547813e-04
1.388171412633040891e+00 5.460172614166771375e-03 5.570508654102443273e-03
1.127050008500853462e+00 1.427863048944346758e-03 5.343394550448612480e-03
5.671956990630888651e-01 2.773384381115893017e-03 1.816393045426415364e-03
9.022850000300519646e-01 1.667616649671384798e-04 9.409036946388260256e-03
9.095654885107107290e-01 7.842204475564900149e-03 8.908130639540394816e-03
7.430550979638671505e-01 8.429915946457148396e-03 2.400666158449572558e-03
6.906233693894192616e-01 2.123565223415913375e-04 1.522317631523308068e-03
1.273175019452017054e+00 9.020923156222934031e-03 1.120948251993528124e-03
7.523475119236316955e-01 3.911672416480375079e-03 2.812642379089182968e-03
1.470836376199360807e+00 4.701976005751833977e-03 4.841632821016200565e-03
1.209197071142681601e+00 4.893864195697849792e-03 4.111315071026208287e-03
1.097245042100523538e+00 9.080958480714607095e-03 3.192695447960091498e-03
1.155776638814389523e+00 8.164093461201588076e-03 1.866322352696257085e-03
1.055759460219355628e+00 4.779469847483275996e-03 7.562391654947581317e-03
1.422646187799057493e+00 6.564809343658693092e-03 7.840416983813663573e-03
1.124021065308832057e+00 8.330771871819726490e-03 5.023796739054984389e-03
1.102218321869999684e+00 6.296981121793108040e-04 7.316009276776825037e-04
1.084026113807407210e+00 1.835472992170951185e-03 3.923370017411987459e-03
6.002626194336659893e-01 3.229176926827379869e-03 6.364394050856510623e-03
1.094091467086042435e+00 3.676540632733376604e-04 9.387098882812911285e-03
1.209127721841190217e+00 5.116360450880565007e-03 9.107060990308175679e-04
1.222552746551053726e+00 7.806621125690322432e-03 9.990956351922338982e-03
1.357154717956995604e+00 5.232244518354817013e-03 4.728658540387501406e-03
9.474961240693507980e-01 1.412291992810674364e-03 2.144718803466547086e-03
1.266814924727360792e+00 9.191987335970638884e-03 5.170470615919843700e-03
8.819339874382100541e-01 6.502632093177487804e-03 4.581093594725937392e-03
7.804362614854872815e-01 3.393756041394774270e-03 6.992314648923281771e-03
9.392169205833028611e-01 6.186489571423961194e-04 4.340229777325041276e-03
6.661817145915097660e-01 8.112616907958243757e-04 6.509529055114164110e-03
8.198024290303679296e-01 9.420774337258453618e-03 8.925313676534495783e-03
5.982007117140500929e-01 8.170174976743036378e-04 8.294409621741634722e-03
1.435146304530992456e+00 4.176594747215580695e-03 5.290294071927057265e-03
1.248939022089250006e+00 2.674739968123998699e-03 1.728062944014860576e-04
1.191415681083320521e+00 9.440133217165809498e-03 2.870664239896937153e-03
1.056249169403059796e+00 8.899455523905100418e-03 7.085169212541608981e-03
6.596176864549135876e-01 4.841370793817989862e-03 6.159728669691568424e-03
7.505731907886338261e-01 2.707291066434505157e-03 1.946620376948160437e-03
5.283672121972423641e-01 1.781930469758463394e-03 8.953835726447940263e-03
1.490588257238263381e+00 2.858953152090064082e-03 2.875290574230362876e-03
1.288537178711824494e+00 1.451832950789504542e-03 9.743847405755916638e-03
9.545517017979654462e-01 4.894857124244930170e-03 7.964906927504225229e-03
9.265968298466702446e-01 6.696503090468848909e-03 1.795983141563960335e-03
1.433728974538609702e+00 4.943422765329800669e-03 3.639957229544330247e-03
5.104129797518280887e-01 3.874918238774957904e-03 4.243381537327587869e-03
6.492410397880878925e-01 2.158000074973571818e-03 3.795440562177936766e-03
7.739179314894863992e-01 9.122983601856260449e-03 2.632581466952855012e-03
1.226938707908831638e+00 1.004464075409329223e-03 9.298673407598786675e-03
7.642401798986749872e-01 1.807443088702158189e-03 5.708333814771610754e-03
1.392162434656273762e+00 8.358169172117969545e-03 5.412916101825964582e-03
7.580725951571536392e-01 6.409767932436405240e-03 3.017690324584170695e-03
5.091707324156495851e-01 9.727643866115320533e-04 5.453370785799091514e-03
1.285025708370628683e+00 1.851692013698829015e-03 9.219472499788140818e-03
1.199789191373051622e+00 1.427046810174790277e-03 1.944702866439912197e-03
1.189194366240277301e+00 4.611516497486109131e-03 4.951159937558496232e-03
1.097877917546798976e+00 9.901289584919892653e-03 4.537808494786003998e-04
9.581269214127583478e-01 7.651444372712717761e-03 8.577179074484562495e-04
7.481785909463641859e-01 7.348382034465464861e-03 9.102503244218995357e-03
1.481362267381569398e+00 4.319306553333825127e-03 3.451448317175075456e-03
8.076191798093194096e-01 2.147360976440108090e-03 8.427828221237800704e-03
8.990971147898083604e-01 3.108886307772872233e-03 2.634907267980299544e-03
5.017817231496788377e-01 5.969149581324665471e-03 4.995565448768969456e-03
8.220161656996985977e-01 5.735433820393860335e-03 4.162895387042085671e-03
6.181714138377459866e-01 9.308520321642230894e-03 8.763469377759219164e-03
1.302251917185048624e+00 1.604801743209149055e-03 2.013062040765898394e-03
1.216030964711087625e+00 2.819963216347795999e-03 1.589616489138369424e-03
1.364108827547316993e+00 2.684183509441454441e-03 3.003067677912054940e-03
1.105341560752120200e+00 3.333246655807334865e-03 8.623782405641374632e-03
7.721810092138707837e-01 7.173677855336830708e-03 9.788279143183394385e-03
1.410780198425128029e+00 5.195253759499138431e-04 5.195366788664237089e-03
1.395817653925469637e+00 7.555086900498865499e-03 1.818350119676091781e-04
7.714349125474000424e-01 5.230962593400906562e-04 1.530250422662022061e-03
1.209990985569755262e+00 6.502454296771326657e-03 7.331788063044634290e-03
1.059778731880462788e+00 5.284683529324301493e-03 3.104180735709363877e-03
7.289764533279918801e-01 2.600343308358913242e-03 7.734226342343004067e-03
8.719651847241348674e-01 5.733974136171230730e-03 6.410155859110919403e-03
6.551237154761215820e-01 2.255222792240417235e-03 2.780773998795319727e-03
1.076172694640221028e+00 2.780159454094423017e-03 5.292498809500075993e-03
1.264484876078157960e+00 7.521167302713567364e-03 5.453990070384772369e-03
9.737116073787167592e-01 7.015451932977840623e-03 6.523971866514164178e-03
1.198388866366931982e+00 7.040755169636994659e-03 5.260769463088546885e-03
1.270557794266198970e+00 9.113393234625939351e-03 8.673836697614832961e-03
1.152320383139217697e+00 3.894024157454816816e-03 3.410189594768815464e-03
1.362105247118647888e+00 9.156798813061700279e-03 2.150733360526049277e-03
9.087858374247299587e-01 3.341850360256737578e-03 4.337187273694790082e-03
5.810299966153978923e-01 9.174438568488959070e-03 8.850484706306711510e-03
5.232944528442314835e-01 6.450323501131720316e-03 4.709031972440799567e-03
1.338884304679471615e+00 4.947677838717550423e-03 2.875996005533724108e-03
1.127180815345083520e+00 3.299353861587958191e-03 7.883656987006578201e-03
1.416363805681509769e+00 9.683127792028393315e-04 2.131067828585436752e-03
9.420302449765741715e-01 5.118511626417874237e-03 7.717351888327941487e-03
9.936585507160350383e-01 7.641738588210756494e-03 9.498318274104671638e-03
1.269802744626086888e+00 6.108739421564830102e-03 3.293734020568147864e-03
8.215829421859384141e-01 4.577335422317949792e-03 1.067346312966914587e-03
5.829387821645920509e-01 4.503383993874631591e-03 5.999347085555915143e-03
1.280554759179691970e+00 6.287497658644982702e-03 5.789109340523282063e-03
1.444541200384723112e+00 4.731172639050209086e-03 7.474993273741046412e-03
9.214632308758967660e-01 6.952870132448014245e-03 3.490254501681187404e-03
1.189088346727569467e+00 1.894441419353596083e-03 7.801865290737967397e-03
8.041863401874488337e-01 7.620732240672279702e-03 2.189798518839516234e-03
6.539801969741459997e-01 1.360439263436223102e-03 8.547357697936798851e-03
5.939043719050729475e-01 7.517345822363778567e-03 4.818650077253844657e-03
1.479874043986690424e+00 9.695537612340036915e-03 4.401624200300902415e-03
8.686556279354938903e-01 4.885616355123454692e-03 9.069187285972626911e-03
1.400435349567706655e+00 9.849647324823547836e-03 7.535354938839769999e-03
6.860247847878403471e-01 6.587861558862865251e-03 9.540487931207616498e-03
1.420947822783876990e+00 9.323107072193442812e-03 7.277940455410684961e-03
9.743895892586713625e-01 1.529997987730839564e-03 9.839686386001534821e-03
6.760828252558742646e-01 6.503786024090530034e-03 4.380805180238361331e-03
8.742464577165648398e-01 8.649796345956192040e-03 6.547731265155776886e-03
9.665470612885166402e-01 3.213163710556686190e-03 5.560247257876525621e-03
1.368182776340163276e+00 2.322994442891264562e-03 5.329822440338968965e-03
1.365959774152813999e+00 5.004119905372899496e-03 9.628255451968320902e-03
9.897702099795951947e-01 4.121048281499865504e-03 7.772399764344798106e-04
8.243936291720165288e-01 3.014820656587987625e-03 1.987222841756191086e-03
6.413174681009224942e-01 3.269883343637956536e-03 3.979615946094730052e-03
1.328555366858331199e+00 6.132938584419489469e-03 3.409582988612958401e-03
1.208797271689552755e+00 8.076750809589182747e-03 5.028788601311325566e-03
7.936120312992902548e-01 4.004589117228151904e-03 2.127040404900039025e-03
1.098918496445898230e+00 8.053289123935290783e-03 8.707086566453924514e-04
6.374503644107641920e-01 5.945408354043968738e-03 4.183315860074106503e-03
8.158328324981839463e-01 1.156837184071051367e-04 7.464464832652125716e-03
9.046412888417907361e-01 5.891122599695349307e-03 3.346993273557856852e-03
7.488540470494033929e-01 2.462598870201762949e-03 4.587350370204894973e-03
1.260270189049145451e+00 7.036231108329373679e-03 7.780446453960711793e-03
6.095061199458884360e-01 1.849658662207979325e-03 1.182541402485632991e-03
1.314772158732260277e+00 3.425200180001670243e-04 3.579015433071092069e-03
5.316476039580541046e-01 5.098550925811341956e-03 5.443998211344779591e-03
5.900989300063499421e-01 9.322048898934991862e-03 7.579906901361092506e-03
1.071342564762350014e+00 3.599450800444826438e-03 8.625005426354363097e-03
7.952443413728897958e-01 8.726636205769437368e-03 4.566584772615031357e-04
6.035052036258127250e-01 2.024357555578076666e-03 1.462034883309753976e-03
1.325544957125692758e+00 1.403515703999875250e-03 9.693927564092586630e-03
8.027302871251849048e-01 8.958671155941370576e-03 3.587168014167130096e-03
7.365008255794586178e-01 8.827407569464758991e-03 2.964372650907019530e-03
8.285963815885936112e-01 5.755432437660086553e-03 4.545379748228555936e-03
6.443262142133132642e-01 6.367544474589151987e-03 2.886813497050985666e-03
6.059698077790891535e-01 5.516163955070412656e-03 1.119018104802474477e-03
1.234785014664612213e+00 7.413060144748939359e-03 7.587451365759175816e-03
1.299986226998648409e+00 6.730898981854243658e-03 1.032846875464203326e-04
5.222020586528737240e-01 5.708941991558842341e-04 5.610121573289265917e-03
9.790488140971890241e-01 4.899654717175686708e-03 4.308978574345984601e-03
1.413210242565147379e+00 6.391219346434175684e-03 2.181004187294529988e-03
7.529836822065241186e-01 9.654993838847918813e-04 9.561408701577551669e-03
5.447648391164654491e-01 3.238309756320644547e-03 1.024887790170991072e-03
9.126614998599051898e-01 7.751944750077864599e-04 1.457270411246279094e-03
6.076928818698964507e-01 5.291646463251619033e-03 8.745565122298494315e-04
7.150583164789994228e-01 8.256353748443908541e-03 9.195453979561844099e-03
1.460146262396098571e+00 8.444876049255818640e-03 7.701499837798473497e-03
5.336788892600187184e-01 7.335319615158613152e-03 6.562199219014899429e-03
1.083488376309054591e+00 2.510830566349504106e-03 8.974532130714037159e-03
6.272397796421771421e-01 5.307522838675986579e-03 4.299526177042509688e-03
5.586092462042706597e-01 3.689783081446169769e-04 2.496048215602309720e-03
1.001473564229567792e+00 5.479302064113904421e-04 3.296322352545888717e-03
9.244278331956111705e-01 8.631324676983702718e-03 3.172213122279068931e-03
1.123205436224946396e+00 3.751863900391918388e-03 6.632235870005849694e-03
1.291615111050241183e+00 6.751425953201719080e-03 2.928210884597836055e-03
1.166512110240436773e+00 3.157072515720704339e-03 7.017655336686157500e-03
6.306899422384232290e-01 9.926121378943964305e-03 5.952047425307517743e-03
9.112751132723297953e-01 9.671280995035894806e-03 9.703149696937108173e-03
6.574016631341926820e-01 9.644208410430303927e-03 5.903127309627948481e-03
1.273923548760024671e+00 6.750336491872019687e-03 2.227020971856718060e-03
7.852205673170293831e-01 4.286314640713814739e-03 9.554975130365820843e-03
7.629257808012359643e-01 5.642063270058166914e-03 4.214791200344254925e-03
1.084883941991784173e+00 8.399953521294800662e-03 6.545481019160742132e-03
1.094968530140812302e+00 4.381070744460269402e-03 3.689877907374507823e-03
1.299820413430373911e+00 2.630232502979589545e-03 7.683052217037454959e-03
1.342918086298269920e+00 2.334215135817102409e-04 4.664330383227520416e-03
8.248984328982994496e-01 6.329192619700556473e-03 5.004626229820039601e-03
1.250811970776231963e+00 6.166432724307125031e-03 5.007249258776153358e-03
1.013876827387358404e+00 4.121453226136725413e-03 3.334625272060065797e-03
8.230311270230319387e-01 8.232447821240133565e-03 8.370297707638474360e-03
1.187137297643752865e+00 9.395179535406363372e-03 8.780507292904363853e-03
1.060665222094403060e+00 9.197705173443435425e-03 3.372846657932982925e-03
1.282857266564414900e+00 2.880124714452004034e-03 9.353953359293889699e-03
1.312867542795271625e+00 3.264185996727182303e-03 6.735748762627015961e-03
1.469817990199806079e+00 6.372484931552498642e-03 3.270130557138281688e-03
1.240434819679247180e+00 6.509216008181508382e-03 9.613579462969246842e-03
1.201026534752189123e+00 8.901339878262189836e-03 8.760106203577710388e-03
1.196974386754617203e+00 5.743320044900438945e-03 5.057094196904048447e-03
1.268785385663340426e+00 7.269782365665465595e-03 6.295298329596620349e-03
1.309550269698904312e+00 2.329773500562641510e-03 5.484864218343624316e-03
1.219513744603807348e+00 8.420022613398025612e-04 7.965598997903351047e-03
1.476000986988792008e+00 4.172325066351389826e-03 6.528322700074032196e-03
1.338368035322553551e+00 8.620513037236572987e-03 5.430241823968835584e-03
8.491479830551439401e-01 2.844769775671640664e-03 7.285174394613944983e-04
1.026363727134024462e+00 6.379928265369047904e-03 9.183365010228042996e-03
8.980055852004962258e-01 9.563135397449178988e-04 9.792852287147657542e-03
6.887817167756453696e-01 4.677161613670040123e-03 4.881517598855505697e-04
1.228081418164116645e+00 2.282225208468894196e-03 6.267891860060633216e-03
6.851703954847743194e-01 7.858946286325486225e-03 2.689400635686878347e-03
5.058628523283245082e-01 2.248252729243326812e-03 2.610787437884496288e-03
1.149526238115053722e+00 4.584968726516404358e-03 7.881762466775604770e-03
9.069223768284743192e-01 5.899669750314393696e-03 2.907920283916856207e-03
1.359795120592796724e+00 7.987439399557132863e-04 3.263636021254617738e-04
1.333388629082200794e+00 7.725011885452066213e-03 7.331474199407040510e-03
5.443615190142738758e-01 1.091186327992976811e-03 4.065728413444848893e-03
1.073643604713296895e+00 2.480334996968495444e-03 3.806582144927210185e-03
1.103571736691324023e+00 2.894956097304954637e-03 9.633194766093283734e-03
6.200064829188636217e-01 7.316652735223822673e-03 2.767848996071292991e-03
6.315113211289186124e-01 6.002752224579516530e-03 8.036638505866403048e-03
1.251316161137671745e+00 5.938243398213683549e-03 5.467898552540786244e-03
8.488588926466055229e-01 3.414571917083091251e-03 2.875277925520717225e-03
1.476175548192276477e+00 2.610840122109109405e-03 2.091018562026860641e-04
9.087356571330620358e-01 8.973440192816395725e-03 2.358746051545017926e-03
1.153710246312441123e+00 1.787348803227623755e-03 8.221346801759421910e-03
7.708690518136448455e-01 4.694081905947888878e-03 6.462525847809551076e-03
1.244677007134433300e+00 3.092137960841792859e-03 3.976992296937714375e-03
9.748043864911061229e-01 5.243839807208501569e-03 8.872680042478146845e-03
7.318089490291358468e-01 7.750793128305434598e-03 6.575359466324439371e-03
1.428380313967410054e+00 9.420844299097215144e-03 8.480213984243896788e-03
1.177408173325716678e+00 3.783850342864323365e-03 5.241029001514034254e-04
1.256667392760630220e+00 9.762643726753767945e-03 8.732830797691980632e-03
1.271774244542301258e+00 1.816287739892180056e-03 5.064713951764908406e-03
9.513417269408405152e-01 2.195741143560851327e-03 5.458842924980642636e-03
6.960206790566351165e-01 9.112687698877066853e-03 9.115520360605481459e-03
5.385169278099999346e-01 4.252446409200831209e-03 9.752122122481454020e-03
7.662258046548623414e-01 8.366030276714701494e-03 7.803082552748973576e-03
8.147068115418111267e-01 7.837898629826194064e-03 1.537700231648739388e-03
7.216168918697887236e-01 4.478232990044323826e-03 7.408291204266100570e-03
1.303362430989405407e+00 3.127327151867318258e-03 8.367909928953348037e-03
9.555585862336078984e-01 9.190948134257430693e-03 6.711289999977945557e-03
1.183402233623765731e+00 9.443918775101816862e-03 3.125380204309384600e-03
1.492871151504512106e+00 1.888964887387704038e-03 1.908701070949455790e-03
1.206102231446142259e+00 6.667677921021970822e-03 2.911982643491592502e-03
1.399064791577380840e+00 3.912379251783232835e-03 5.476973748722580027e-03
5.705352745483438515e-01 3.967312054368160763e-03 7.645442936668755268e-03
1.385953553381432002e+00 7.088642660383783281e-03 4.152931614100466122e-03
1.356878366477547004e+00 1.672846272260769670e-03 1.406030701062694829e-03
5.940847922167433737e-01 6.696957908164180052e-03 4.457107907509878417e-04
7.261211334930374184e-01 9.631069332038532868e-03 3.037889237045158022e-04
1.307246270088095574e+00 1.222441403583738586e-03 8.839530554057383263e-03
9.880172098551575077e-01 4.746393396090509142e-03 3.220056484687600605e-03
1.020093244202512128e+00 7.887118490464950157e-03 8.361369955622628344e-03
5.558907057632896942e-01 1.415192694639987037e-03 3.471973427738221304e-03
1.297657139379635893e+00 3.998432279235335056e-03 4.505079636965400938e-03
1.473562176052309436e+00 3.237966915990134545e-03 7.163372730269193522e-03
1.494325432278541754e+00 1.973471849006154955e-03 2.270972140043060923e-03
5.262809535648751424e-01 5.754964842044991459e-03 7.193165309512188944e-03
1.390828411052133617e+00 3.004637334667784911e-03 4.493930176308441951e-03
7.310515819738863108e-01 6.998332493522822773e-03 1.807316640371961188e-03
1.140799036119926946e+00 2.677234996674746331e-03 3.890569189078115983e-03
1.155685692248793472e+00 3.469844596901890902e-03 8.283812350858914611e-03
1.124457972237039360e+00 8.314795609523381245e-03 7.057888471524543595e-04
1.110325675223416297e+00 5.765360122814714751e-03 4.145592480182253362e-03
5.665189739456626405e-01 7.570503888253091000e-03 1.421182846594686066e-03
1.059917387197774286e+00 5.719076980030284377e-03 1.754652786771705286e-03
1.231883093016145736e+00 7.947484002388408367e-03 6.165040740375931673e-03
5.277009015745552922e-01 5.262807333249148534e-04 8.483792369428285254e-03
8.921925578640691468e-01 9.764113926077998620e-03 5.021081876791025356e-03
7.509552156880044960e-01 6.269378362758025805e-03 9.536389429496099426e-03
7.375531742296880244e-01 3.967138615860405469e-03 5.186620359192455586e-03
1.366944119324867923e+00 7.002943288501099935e-03 3.043319110444642640e-03
1.182688288568969348e+00 8.745361841150709956e-03 3.690833098002586649e-03
1.419183315375400545e+00 7.704075422102792288e-03 9.717951300216028099e-03
8.110357485224537477e-01 9.300541310052286639e-03 8.283421435200366209e-03
5.320892056872442710e-01 2.478906347359973155e-03 2.665710552951655772e-03
1.384005331646121828e+00 9.583836084826437632e-03 2.819921314515439273e-03
1.019451669789471993e+00 5.385838473423728602e-03 7.457738691650710010e-03
1.449061198332515454e+00 8.992193775148839968e-03 7.350102719839659952e-03
1.037422689604777348e+00 6.881270520999059961e-03 7.578066535525797807e-03
6.866810483321034164e-01 1.161404694681480087e-03 7.944582870866877256e-03
1.188646467766478310e+00 8.748629038696794855e-03 3.603976309330228153e-03
1.217371028089229368e+00 7.127721346669673060e-03 3.841389715522670802e-03
6.029710213114860551e-01 7.029301928335491764e-03 1.827482910704709843e-03
1.016835098617680178e+00 1.910841922560349224e-03 9.598646389195416087e-03
1.014964076534436099e+00 1.226569214666817795e-03 8.916576287024739755e-03
5.076361222522144390e-01 5.903573995911661799e-03 8.584220245684519648e-03
7.753908437443901569e-01 4.218079327556848194e-04 3.687360562595130408e-03
1.065694037951035344e+00 3.850479950809387354e-03 8.488118155412957902e-03
9.053673682709901804e-01 5.336427795362365303e-04 3.158013795022919339e-03
9.493936883692165596e-01 7.868543263825163517e-03 2.307850147758820983e-03
1.171244018439259627e+00 3.918571736805847271e-03 9.649826944296857958e-03
5.922250622249491947e-01 9.234636721537715920e-03 9.680018763529888923e-03
5.977848114642024813e-01 8.690386207214186379e-03 4.892858645184280063e-03
1.025410224187887742e+00 7.656024471546929097e-03 5.074273868490639453e-03
7.670215936349381591e-01 1.196427179839026174e-03 3.404093333516197261e-03
1.333341250042702431e+00 5.926925446294656168e-03 2.380077881422789764e-03
5.575171080116291256e-01 2.067632747032018947e-03 7.667182999841381380e-03
8.989664245283206512e-01 3.880519979951779254e-03 6.903889365356423793e-03
1.013198156158771956e+00 4.406216124747154572e-03 1.522648280157401762e-03
9.798089937303706698e-01 6.543998502102925732e-03 5.497162892126036121e-03
9.805868670377960727e-01 3.376072157691660004e-03 4.859018426666110967e-03
5.864660072781756606e-01 6.789426407128175238e-03 9.408130919107920639e-03
9.292716141030165078e-01 9.176262043280824371e-03 5.084520504493286915e-03
5.176527458086095379e-01 8.709186294894973729e-03 7.636659994928538496e-03
1.429998403637467330e+00 9.960925571805329462e-03 8.537689882419494461e-03
6.405454623270608883e-01 9.031814457164159815e-03 1.252255879200143973e-03
1.227012195885958334e+00 1.727625921979898021e-03 5.109635864761028802e-03
7.685298146150998377e-01 5.851247528408622806e-03 5.950114070654897135e-03
6.852099274606013868e-01 1.870367226986250004e-04 9.188134445795319641e-03
9.735077490704019398e-01 3.502010542982525974e-03 8.601690097042377983e-03
8.962555069421048737e-01 6.230511215506076735e-03 8.200463654384102311e-03
5.275675270160012920e-01 1.892501372000666808e-03 5.157527839577749629e-03
6.403017378756399314e-01 5.894836325149441962e-04 9.325151470001256937e-03
1.045653136422096896e+00 1.581356838069514952e-03 9.556368927172499347e-03
1.322413438499342675e+00 1.037681664555077784e-03 3.861897457110047283e-03
9.360466117698309496e-01 2.017270693899844963e-03 1.790547933594277595e-03
1.269811294814819247e+00 3.797029018683379005e-03 9.479492227116029929e-03
1.400459922567806048e+00 9.870941885081245537e-03 3.058519216064048592e-03
1.048713363843632562e+00 8.685404204278828963e-03 2.445550460596762339e-04
1.439896657058424401e+00 7.972459939774191725e-04 4.618973191457925211e-03
9.117426530619111569e-01 9.676066486667873195e-03 1.352200859787241636e-04
1.168351048067937104e+00 2.317240755265495469e-03 1.124760691121342270e-03
6.144291127824677012e-01 5.529750771612629637e-03 6.666824104072551806e-03
1.076959032340283562e+00 5.962580637885531165e-03 9.960704700923432922e-03
7.858695061568947704e-01 1.631903218617217080e-03 5.868434966514188625e-03
7.455628082642126175e-01 9.724808893529524609e-04 5.368138330442211951e-04
1.172391888560646356e+00 5.616184377254295271e-03 6.044336187732933345e-03
1.276461445452441890e+00 9.368693156072020745e-03 6.231526255951538862e-03
1.127933958649860013e+00 1.928154438414611538e-03 9.011186696364254260e-04
1.072779633308129199e+00 4.308399333709386596e-03 7.916315282871132925e-03
1.210156269890079628e+00 3.605134649881573759e-03 2.046608757479218780e-03
8.041154948730221408e-01 4.317207322070821390e-03 5.296288445461513721e-03
1.322627764699140451e+00 5.842366682435774436e-03 7.813145605160188092e-03
9.735217414370925804e-01 4.644386447643390585e-03 8.812540847657895915e-03
9.421346050046320864e-01 9.177637332016635313e-03 7.547248489151595421e-03
7.950838109185984770e-01 3.892610824581409137e-03 6.198403179552150824e-03
1.023844297672809489e+00 7.189982785092666369e-03 3.480218011406041676e-03
7.443912647452856080e-01 1.532375876348645444e-03 5.867822431156526249e-03
9.491025107034924968e-01 4.249354898034894169e-03 3.497228668093620152e-03
8.294757432460072577e-01 1.774015639963232895e-03 8.261974343317355501e-03
9.531988811641762815e-01 3.043645063211433688e-03 6.114659103894455258e-03
1.472903252516481798e+00 3.174883355364993488e-04 7.401556320300717480e-03
1.495167540009820772e+00 8.525534441124011861e-03 5.848153339310263946e-03
9.594885918069542274e-01 9.617299691475449108e-03 5.839673949489546101e-03
1.356344940734728777e+00 1.339103583724843977e-03 8.949343504635115173e-03
1.453963137292759500e+00 8.874181545397371446e-03 3.478291147168550458e-03
5.819201627258283605e-01 7.841649233150126824e-03 6.713120680269908484e-03
9.325592655929845209e-01 1.068861017913364311e-03 2.492726179953958215e-03
9.132218034276914365e-01 6.373814165834019475e-03 2.055324753982254535e-03
1.298784454779291719e+00 9.913176939221743020e-04 9.690576178573521646e-03
9.138716345359823023e-01 6.490901514957405152e-03 4.609430524055165880e-03
1.186937074874408360e+00 8.063109370965007572e-03 5.676835433644221093e-03
1.476084653084185572e+00 4.296550693864019735e-03 7.173386561142842607e-03
1.073330049406388653e+00 9.336189592623934247e-03 3.752227617201298656e-03
5.186158154638177420e-01 5.603375452823320356e-03 2.226021310961711144e-03
6.893103409205089127e-01 2.632679069671996219e-03 5.250846857636765194e-04
9.157705693480223674e-01 5.848464781309079333e-03 3.174430208647260280e-03
1.321211845594532530e+00 9.178456768986898232e-03 4.372033387830165548e-03
6.929014684765748555e-01 4.188898694921865638e-03 7.271736811362562204e-03
1.106026442002782995e+00 5.071384529315768261e-03 5.970064808140209886e-03
1.175798194610139014e+00 5.133299093812982578e-03 9.672549969891962654e-03
1.108727906464172630e+00 2.716295135197498677e-03 4.840044429630872488e-03
1.401178329781753273e+00 1.280624616224632474e-03 5.520614485579771781e-03
9.927369922458219031e-01 3.151806145688130015e-03 5.966012792367076170e-03
1.252845628483478801e+00 7.201939867956023977e-03 6.959398577041773191e-03
6.544098404347503672e-01 9.922417871524849900e-03 7.947615027540802859e-03
1.326056599694114491e+00 1.916261932439841534e-03 7.254541815589554861e-03
1.429968657301244228e+00 7.484947344953515012e-03 6.125131017807423309e-04
7.545448891791348700e-01 5.669859657418921568e-03 7.054338312004022719e-03
1.086118464263948535e+00 8.503008277618238561e-03 1.516801924465440094e-03
5.028514588124184392e-01 3.136186755322150320e-03 2.481620075046181428e-04
9.227654999773987621e-01 6.381041679066916036e-03 5.559262620209819844e-03
1.169866357915190669e+00 7.610887193866787415e-03 6.789528069971651272e-03
8.777422156428097422e-01 9.041925251317365492e-03 4.907394832270367459e-04
9.096728569072644044e-01 3.390378969883530466e-04 4.355311196647437648e-03
1.075343466540787052e+00 4.597542935112972767e-03 4.051819692527145779e-03
5.988101506224506876e-01 8.351946559636046555e-03 7.256224183932498926e-03
6.948714505153728016e-01 4.075523048674704191e-03 3.403174742531856877e-04
7.309693553022449386e-01 6.236285685895668653e-03 2.652886712213393429e-03
1.083157723836590591e+00 5.933277147250334144e-03 6.953956819187150258e-03
1.417100183962624493e+00 7.329089404436213255e-03 5.373181521515039798e-03
1.235885293264195273e+00 5.687534594398293772e-03 3.038191365406667254e-04
8.496663168961164914e-01 7.834195937603054619e-03 1.599929029620493492e-03
1.130654735904012886e+00 6.193407433695279074e-03 3.755613231629751931e-03
9.950244946384005917e-01 6.428756440098207757e-03 4.498413803059239484e-03
9.651972077489044954e-01 4.031638403333439279e-03 5.082240723725572548e-03
5.737204969736083848e-01 8.891811739075617879e-03 5.662226471793055382e-03
1.468892011391702779e+00 8.595004304569248132e-03 4.940223455090373902e-03
