# ΔE g
1.139542458190806240e+00 8.009470726618492242e-03
7.813721116254972454e-01 8.691801359252996143e-03
7.610699556605273752e-01 7.881334934750622648e-03
9.347762165950855850e-01 1.012405486457291625e-03
5.053821926146804255e-01 9.952853942498051179e-03
1.480053305059452651e+00 3.785883107129560301e-03
9.994862488057348893e-01 1.504686011251741597e-03
5.612699718709909247e-01 5.630568466506460923e-03
1.296666834274983193e+00 7.869701837209792591e-03
8.747231254606578910e-01 1.852464998648260070e-03
1.089889023923604539e+00 8.062603389103880844e-03
8.437141001508913218e-01 5.678559306820481906e-03
7.949709652430255735e-01 3.071811912395428987e-03
5.256788940137769872e-01 8.865208525108242768e-03
1.296627243699955301e+00 7.849245309083542968e-03
8.728848059243838886e-01 5.453279572423575666e-03
1.188775065221934213e+00 2.178535114430374571e-03
1.420923132237966957e+00 8.604383545221812313e-03
7.638545689778385439e-01 5.869843296848907457e-04
1.093754676897890743e+00 6.312053473692705481e-03
8.239775670484704717e-01 4.688796932586135335e-03
9.579751682748438579e-01 2.800893113780301199e-03
7.865957792473660115e-01 3.744889842135773386e-03
9.853131905435044136e-01 4.791873936462322930e-03
1.275688106121238841e+00 3.369418566490043135e-03
1.234191593405243648e+00 9.799851475201050433e-03
8.344743695079264167e-01 4.264578273991018013e-03
1.289978168343357101e+00 3.629894198430802434e-03
8.004931683270950504e-01 1.876011158193135152e-03
6.253247636840161272e-01 4.764514333017316056e-03
6.412643070507554333e-01 9.439221973912489960e-03
5.945515000889458612e-01 5.850339567560750541e-03
9.839063599360774459e-01 1.135104340563908732e-03
1.485480802083388951e+00 9.571971122802022322e-03
1.067018932108418916e+00 3.139344192823647316e-03
1.345171126247104443e+00 5.343897251731843066e-03
5.376054466634520024e-01 3.487789336964041125e-03
1.218575636788775896e+00 8.537314476524272139e-03
1.170955465484663227e+00 7.495133863404342990e-03
9.903135116164815122e-01 2.402460712323679567e-03
5.844104561945695497e-01 7.132731745977952814e-03
1.357657064700846572e+00 5.128453037488094057e-03
1.399753088869174711e+00 2.561270785929515084e-03
8.445388809088372195e-01 9.906261546517277153e-03
1.318033682364534886e+00 4.806495596936665067e-03
1.370842468653498347e+00 6.878640824214589042e-03
7.678719271451416306e-01 9.448428980567377330e-03
1.200762260071291276e+00 7.413060358887683422e-03
1.494622882561504884e+00 6.153817220033986051e-04
1.415347381697912965e+00 9.908292415878316994e-03
1.285560377878878668e+00 6.406210492018908978e-03
8.590761098882644387e-01 2.263043974858282813e-03
8.391782493036539226e-01 1.504213121230099431e-03
8.636444888231963324e-01 2.114133398536133159e-03
5.530094163473669999e-01 2.912844008050656866e-03
5.577826160879365558e-01 1.661340075180698988e-04
6.842943942211254793e-01 8.676864392540763193e-03
5.926533420392144924e-01 1.981295870846909880e-03
1.232949737354467334e+00 1.525776614469357513e-03
5.128739184135377993e-01 9.189071829313142509e-03
9.392281252425472848e-01 3.230127520578056962e-03
1.091805430386243447e+00 9.489512486954966228e-03
5.422491349353539825e-01 4.524952723179981665e-03
6.897206178501060769e-01 1.255028769708455222e-03
9.843937937934730265e-01 2.953486936033180611e-03
5.074660163975398541e-01 7.062514939460370379e-03
1.443565289803394602e+00 5.465394685663708257e-03
1.139187965878484032e+00 1.484364470840453384e-03
9.749070469834477670e-01 7.905737669313538107e-03
1.318605400841377229e+00 1.074327069973162602e-03
7.805080107338652207e-01 7.653898265834276592e-03
1.134002248604672358e+00 4.859025997841668124e-03
7.295144638370066881e-01 7.108439534826331042e-03
1.013875424568519090e+00 2.539325509160094882e-04
5.223660333095466735e-01 4.152395505336158900e-03
9.838625994018668219e-01 5.430431374750529540e-03
5.371966729266404172e-01 7.444628289228903857e-03
1.122784540699466538e+00 8.080712309527254833e-03
6.249853387065161803e-01 5.225747241720365283e-03
1.099983577647293931e+00 1.595979271942905451e-03
8.726712874802033948e-01 7.782364410852508213e-03
1.200377263669508920e+00 4.721169915572445003e-03
6.996649770614913333e-01 7.847114280434658654e-03
7.737517467658844295e-01 7.529071386247947716e-03
9.954863374448320590e-01 9.877025014080372933e-04
9.393507494961825799e-01 7.856527866241738364e-03
8.819369749140999470e-01 6.043729670337762150e-03
8.484613008265412537e-01 5.108248236813157754e-03
1.196929221441722646e+00 6.012292026415771290e-03
1.023296694061299972e+00 2.699647073017041963e-03
9.096540985226442277e-01 2.471373502126690720e-03
7.388108156983441699e-01 8.362461683937068291e-03
9.400074264802232848e-01 5.283858557184907372e-03
7.914918610469872107e-01 9.283940642774324292e-03
7.061908860917183173e-01 8.591202534876291735e-03
8.655661572319881536e-01 5.756426704488801747e-03
1.082269618587529347e+00 3.466647899030792738e-03
1.073776425221687036e+00 2.275174230518645330e-04
1.345168978237699653e+00 6.907114032312358307e-03
6.685653027051204900e-01 2.629240445049674333e-03
7.624172161316168372e-01 6.974242946010795162e-04
7.294308663639552659e-01 7.096380325191923091e-03
1.281100764901191624e+00 2.728158998760739969e-03
7.931958023060240448e-01 4.790392213837571002e-03
6.274421994132055591e-01 3.871124350913154530e-03
6.641077043235877886e-01 2.608470550365779312e-03
9.268020026139244250e-01 8.771534910085233838e-03
6.937972108560479523e-01 3.066814291713262659e-03
1.402642826164870904e+00 5.605292270205727151e-03
6.483122044061429001e-01 7.419709006130263858e-03
1.161292003103481463e+00 4.265439655108719218e-03
1.215164669612084580e+00 6.403464983947720381e-03
1.039229650317365028e+00 5.974540755386573143e-03
9.020710537335708823e-01 1.966272896992093695e-03
6.793928038506977796e-01 2.340957142454485121e-03
8.577180237810588803e-01 1.956083496315185518e-03
5.543558176230467538e-01 3.420873217277443923e-03
5.155622192309620155e-01 1.349509201248296712e-03
1.472125362587416664e+00 5.013456530227267810e-03
5.966362783111025525e-01 3.336459191410557929e-03
1.049889455799666083e+00 2.214434415607756477e-03
5.310277027206705691e-01 2.581716910973151473e-03
1.097882358260671154e+00 6.305180878039195677e-03
1.025124259585617814e+00 6.760560587407123470e-03
1.016555008796895088e+00 8.677302925955483748e-03
1.127274073038348368e+00 8.346304006544159881e-03
1.371746338767984241e+00 4.831494501380807077e-03
8.129372490227118053e-01 7.501390784931233867e-04
1.221427586999433768e+00 3.433965651942819369e-03
8.539526544550516407e-01 2.096844854882477793e-03
1.218832611238861219e+00 2.151936223842524070e-03
1.460380959959098890e+00 1.459933086119995314e-04
6.357737371072359478e-01 7.792740228543706786e-03
1.055015527400285702e+00 4.040140082869300188e-03
7.072204416367746660e-01 1.773566963067800930e-03
5.039773314698119400e-01 2.099369329978575949e-03
7.439273604320353339e-01 6.359649817083592831e-04
5.944463343686983148e-01 5.918371462943815622e-03
1.023896352403957710e+00 8.261055435839778985e-03
8.636925181007732988e-01 4.858157274403906815e-03
1.372191817157167648e+00 1.150618929296100745e-03
1.173247918120505551e+00 9.498418687295832885e-03
7.064417833192768725e-01 5.884365187423962760e-04
6.060287721948068862e-01 5.019088625105280581e-03
1.267592585637033586e+00 9.441154267629713742e-03
1.007275787199237493e+00 8.809875268959481420e-03
9.739111115509673233e-01 1.433010176763027579e-03
9.670872804905267239e-01 4.110358697261376829e-03
6.405824038941516640e-01 5.525961557911182121e-04
9.668184980566352227e-01 2.063476545013495124e-03
1.099021456648120898e+00 4.967697398821220058e-03
8.323870282402791032e-01 1.128463635532096039e-03
6.296735925211310869e-01 7.335878199660145725e-03
1.402298427058739971e+00 5.498903553602291910e-03
1.005788650737178491e+00 1.260308160483376502e-03
9.413599693454616224e-01 1.269623844322190177e-03
5.369378711465919718e-01 3.183109659030522367e-03
1.145678479083762635e+00 3.135656645426278515e-03
6.108830313330815276e-01 4.927187634941453120e-03
5.688352904952642675e-01 8.012824629160902185e-03
7.806904467925369628e-01 5.955356165069455691e-03
1.203556283147266148e+00 8.920561365019549771e-03
5.522247099124628633e-01 3.706893380596576557e-03
6.923160607973490865e-01 7.121315063933789276e-03
7.669044969308230764e-01 1.741657692491793913e-03
8.719335895942429415e-01 3.955208711777675849e-03
1.474529273821668429e+00 6.918474082256326511e-04
1.180278965651171852e+00 3.315171089449673908e-04
8.335207603798964193e-01 4.795397862874242398e-03
9.777755562343911633e-01 3.912005556785605118e-03
1.342128337171367480e+00 3.401535379790213837e-03
1.224915992571839585e+00 3.642238549909482866e-03
1.199533739533126253e+00 6.214003571485932423e-03
1.039762040869891102e+00 3.095082129935835397e-03
1.260524011545729461e+00 6.081706973660675614e-03
1.420546234735386548e+00 3.427304064748953210e-04
5.950007342524470388e-01 2.299642366733787181e-03
1.162722966630935773e+00 1.942382027998032371e-03
9.638251423498882531e-01 4.723422134539994287e-03
1.134667664660277797e+00 2.995621996961473840e-03
9.281874628073099043e-01 5.758059239065685918e-03
6.582545705593562113e-01 6.676735482081914801e-03
1.163163520020985997e+00 2.381077352717898398e-03
9.936853411469164232e-01 5.058968363642981671e-03
1.149931941122950274e+00 9.558610862011306455e-03
1.246049141271299066e+00 6.719247677106576777e-03
9.507068842904078387e-01 8.884402506458848395e-03
1.101426695113429721e+00 8.508027622194044154e-03
6.548730966054271407e-01 3.657298087048114609e-03
9.614279850533993255e-01 9.821158841240005578e-04
1.101422641637329392e+00 6.939741173944629672e-03
1.422077366780130747e+00 1.934588252325745257e-03
1.236705520293494232e+00 9.476090977760063400e-03
5.224430463137533787e-01 5.548825600643668768e-03
5.003330432676993400e-01 2.092328416444151802e-03
8.795357980855798008e-01 5.148063140207720031e-03
8.613191930185397638e-01 5.209079374594347868e-03
8.411163000786393562e-01 7.747914472342608445e-03
8.325850574316557839e-01 8.287860674548218690e-03
5.906163468362342073e-01 8.980324497464805059e-03
1.085749550389090157e+00 4.332961435231561485e-03
7.491138325086131866e-01 5.041462440441070794e-03
8.192507927705098281e-01 2.034935530470219703e-03
5.598362009107141768e-01 5.781253083915542136e-03
8.745846126549705613e-01 9.682869334697046318e-03
7.364138977771643724e-01 4.398515528745183031e-04
1.286951286274515827e+00 3.593326979718338126e-03
8.439747001722566200e-01 1.941085356150852896e-03
8.362847647928263184e-01 9.554507801737830916e-03
1.450119683521664760e+00 4.158390011220557993e-03
1.221247884738534850e+00 1.968289004234766420e-03
1.283582419439603051e+00 9.992202921236347998e-03
6.156294771064271254e-01 4.765611408616560185e-03
7.942940619330064456e-01 6.689544491319773453e-03
6.843487981808914489e-01 2.405615369340365853e-03
5.264586757278162388e-01 6.087442383112455155e-03
1.300409115551459660e+00 9.601831908889024714e-03
7.905954176927447730e-01 3.125410696427648963e-03
9.635235004780348111e-01 9.894777467341657126e-03
7.256706514763276994e-01 1.748410668582782825e-03
1.110072056815256225e+00 5.944787355722069844e-03
1.045891877077523402e+00 4.260274360284693447e-04
1.125065692968901132e+00 9.617934496158995691e-03
8.610587074466633517e-01 5.387879776278438164e-03
9.757833981650093635e-01 4.717153346316217861e-03
6.196883925854363984e-01 1.205213975638086063e-03
5.644969458090834946e-01 2.688478674306195738e-03
9.454557026312127022e-01 2.482939251265455036e-03
7.085025789828338638e-01 3.817316183966411400e-03
8.031501987586351365e-01 9.646333059291824913e-03
1.467440905243666549e+00 1.194444935086226350e-03
1.427116254035371234e+00 1.684978763280525977e-03
1.470038896399183947e+00 3.938821746050894142e-03
1.104928273573732245e+00 7.910967213109984172e-03
9.210121007002289861e-01 2.170387287068890544e-03
1.222530739786800602e+00 9.267284572275533150e-03
1.208640425106078276e+00 8.994634681467753370e-03
1.176060137371623515e+00 3.082229009714550477e-03
1.140973669224310427e+00 8.628782816432169905e-03
1.227806225491419490e+00 9.916151821971962502e-03
1.127654157661866163e+00 5.243115325919690123e-03
1.084500402158472099e+00 9.643306276639187829e-04
1.308851716953124633e+00 1.184019210381160540e-03
7.064261584044102538e-01 7.843793135766585420e-03
1.333797829529327128e+00 3.000631289351479974e-03
1.237790251084085469e+00 6.165272056751333954e-03
7.209483004149710439e-01 9.660175488100107219e-03
1.479509417513379388e+00 1.608596776320655010e-03
6.485403836070819938e-01 5.712788394661771040e-03
9.728739394373070448e-01 4.183169792845282953e-03
9.840854261508488188e-01 8.563797594641365390e-03
5.711424777151561383e-01 6.037982923775473548e-03
1.484111078331368461e+00 2.486661151843106050e-03
1.136568877671455091e+00 1.280508881540559814e-03
1.290401570296817013e+00 9.413434033375064902e-04
1.343334957946034525e+00 2.900570864622935199e-03
1.152006747259360253e+00 8.448114783968504321e-03
7.812482936295830349e-01 4.333034775025970849e-03
1.315055903093845124e+00 6.770218818005767011e-03
1.185449717463212593e+00 4.527199627851422742e-03
1.395690959435149647e+00 4.784520739287879618e-03
9.904552321201181009e-01 7.473216126219908197e-03
1.043539998005305058e+00 8.089648940381289829e-03
1.265180798832619580e+00 5.753667627750691342e-03
1.087444477129758003e+00 2.425875582936490391e-03
1.388644037613877780e+00 7.207689509320034695e-03
1.151514263306142816e+00 6.461859588147567460e-03
8.355934597348270154e-01 6.203182100943895397e-03
5.633991841839666170e-01 8.289106477003873111e-03
8.034367247531473133e-01 1.712661675806595452e-03
7.961380305678733560e-01 5.469273776471129771e-03
9.227030200923768133e-01 9.526486736048899590e-03
9.599497815880467799e-01 1.442906740492415308e-03
7.138925481853294341e-01 4.509715174131184376e-03
5.908428188210871346e-01 3.498769217251074433e-03
1.104685194542136095e+00 3.529793547634163531e-03
9.994819423497335320e-01 9.069331489226405835e-03
6.520066408109752576e-01 7.399480239955893643e-03
1.128570387077577841e+00 8.313334862559702831e-03
7.858443279819631311e-01 1.540480208234039708e-03
1.229893814135963215e+00 2.764736510438198930e-03
7.937671904522437538e-01 8.957931438821373910e-03
7.752560918421379510e-01 6.395979494929889160e-03
7.016731499286174012e-01 9.906474763155826910e-03
1.451017681369525913e+00 2.792086881523829674e-03
6.994021226840436700e-01 7.291333186096073116e-03
1.158822735774958312e+00 3.501385330776776716e-03
1.092116980433878615e+00 7.890696112786213523e-03
1.066774172859945580e+00 8.468545402600490338e-03
1.219249889600695802e+00 3.506401017273693028e-03
5.498363277161906204e-01 9.879786542268877148e-03
1.132080066149227404e+00 5.975640172629573775e-03
7.289853699285474553e-01 2.866885387250073594e-03
1.206294420990338567e+00 8.042747279647866759e-03
1.487489791649442061e+00 7.742531655565814937e-04
6.335841241377692112e-01 4.421558987631302824e-04
1.007136209389584813e+00 8.492212810797284198e-03
9.045335912793757149e-01 6.622687558521630135e-04
1.478345650216619234e+00 6.853874321790916213e-03
1.091926672657109076e+00 6.700347326862097878e-04
7.355576449643503878e-01 9.702694964215382439e-03
1.015958372161036793e+00 3.972959785441267447e-03
1.340193325545456782e+00 7.703548696365343377e-04
1.209812716522181697e+00 7.883553467736394496e-03
6.350797540952226594e-01 3.170344613109247252e-03
1.049742892163140873e+00 7.494359004682825225e-03
7.004290396094785542e-01 6.744579990003730582e-03
6.365886182612517930e-01 4.104512794176416735e-03
5.982690333220533896e-01 9.667761721745570837e-04
8.571765429805249248e-01 8.459383975153102371e-04
1.069188018907692994e+00 6.512749607929661441e-03
9.473603734142803656e-01 9.242244585951618976e-03
8.081276070970793146e-01 1.391354971884629227e-03
1.454526709702280929e+00 2.207174131649363834e-03
1.324521312090745528e+00 2.858700564002342702e-03
7.116798610127538227e-01 7.375325528705421740e-03
6.467934218850794892e-01 5.823657833105773049e-03
1.138091824639380079e+00 1.241138591123007884e-03
6.052714928011850848e-01 2.844608336020450386e-03
1.163167754481939209e+00 7.155177617564025504e-03
1.302768434128902530e+00 6.486427184499208784e-03
6.714843159761297864e-01 1.966504099071837968e-03
9.051599375950216686e-01 1.965619839342748996e-03
7.788882704672516200e-01 9.172070670062558440e-03
1.479410973705503896e+00 8.310147012654539242e-03
5.000094582829432976e-01 8.810758828178142515e-03
5.875981396716307703e-01 4.992261336872263165e-03
1.285991440781197426e+00 2.146981401137694739e-03
5.385055318247679024e-01 7.702962868401858933e-03
8.742525574392550070e-01 3.691618469768088821e-03
1.131611521047317437e+00 1.377976978185772774e-03
7.386358912773506313e-01 9.435927718917498652e-03
1.405801395410636534e+00 4.154128316483895501e-03
1.098340569945660761e+00 8.369262138007943323e-04
1.459741296623217721e+00 9.432892314400363395e-03
1.104226421355141596e+00 6.834951285597580875e-03
9.516526441349605347e-01 7.829272863774333277e-03
1.007281297124174912e+00 8.527159861031741433e-04
6.194013753881845163e-01 9.693895865249874469e-03
8.363063121607833272e-01 1.070870108755248538e-03
1.375673747628176624e+00 5.301842816389753296e-04
9.646462882000924610e-01 2.938264826825617848e-03
5.932921721546210447e-01 1.588609407459185040e-03
1.050857017815787886e+00 9.760387392938172160e-03
1.141920672866257869e+00 5.121543799326520874e-03
1.495276614130359505e+00 3.290578378874399901e-03
1.154465110580767950e+00 1.928781980851760561e-03
1.385560490499050390e+00 1.964669906460551636e-04
8.541244431362542411e-01 8.762090167150102075e-04
1.435469393093104840e+00 2.501111537170616888e-03
1.483772814390007966e+00 5.088379911472771903e-03
9.209083789093529537e-01 1.063875602387035586e-03
9.058739810970719564e-01 3.149158673583565653e-03
1.024466886819827893e+00 3.197526305932389245e-03
7.221342630020236575e-01 7.655073538139114519e-04
1.284166641467233694e+00 4.639169639514712298e-03
7.137669899509437865e-01 6.834817917668610347e-03
1.273030425338303573e+00 7.210888231908947274e-03
1.403012918932197151e+00 8.335345761472085988e-03
8.964608937806706201e-01 9.106995949669537127e-03
8.621963400484163875e-01 2.766649126404496285e-04
1.126121048670092772e+00 5.902373622822755864e-03
7.405727622688068612e-01 6.194044763414909525e-03
1.058417616019419416e+00 9.221981889344340114e-03
9.634949397251586500e-01 3.301326074653668490e-03
5.422467505163676149e-01 3.220830302684137350e-03
8.886649610241965647e-01 9.079893615684784744e-03
1.101807044112466771e+00 7.662550337092121321e-03
1.128080184056888147e+00 1.836163589488902818e-03
9.352910737418059783e-01 3.231520433084834800e-03
7.921004730708518515e-01 8.113749666675091829e-03
6.020693049076367709e-01 3.800936710827156669e-03
6.291116189327033981e-01 5.230062297642719231e-03
8.498925293624278732e-01 2.144455216821337332e-03
9.624461299994312435e-01 5.756139604896986194e-03
1.056162182674836192e+00 4.470643553953066417e-03
1.195352988998979349e+00 6.665792147688185711e-03
1.273289513886138202e+00 1.016428706319297097e-03
7.838961563541190225e-01 8.262055985090154334e-03
7.984826222879717328e-01 3.690218881557135334e-03
5.991055067234818399e-01 1.899076912567445414e-03
8.230469253577070710e-01 7.055269807304133563e-03
8.629314795444938957e-01 4.899648991650513812e-03
1.381982809092689113e+00 4.957129636491000753e-03
1.004252541428852563e+00 8.782565456407920995e-03
1.267360990611862803e+00 4.241915691832545861e-03
8.770120252383908355e-01 7.212370022626913429e-03
1.027285521743381613e+00 7.918871214988623328e-03
8.462053963682611979e-01 2.998175084484740443e-04
1.002376497628892471e+00 3.160927702856574598e-03
1.424058787031364570e+00 1.584415686748557152e-03
6.137013273862339524e-01 8.677595724418946457e-03
1.072239485733352815e+00 7.747788179221658592e-03
5.073898637913059062e-01 2.064343126822814137e-03
1.336899428523834921e+00 8.216607060863636083e-03
9.385053181898543873e-01 7.585048053526744286e-03
7.667890451579835176e-01 6.466162132619938593e-03
1.203143797841349061e+00 8.730622549479734665e-03
6.257745686309889033e-01 6.380161003750620986e-03
5.435329425248982549e-01 1.871289710685810053e-03
1.255548143866068722e+00 1.203231018612642813e-03
5.975757343837880819e-01 9.592163339717773782e-03
5.636996948864934076e-01 1.945483868494135137e-04
1.047350966639177816e+00 2.933527526336989193e-03
1.199713815870356637e+00 5.068749163554893584e-03
1.270904575135466175e+00 1.065280829826436345e-03
1.033803789374124094e+00 3.260806573835208291e-03
1.396551014593335971e+00 4.080086414561409636e-03
6.088570096093528505e-01 6.573286959861172549e-03
1.211190983694008461e+00 9.596972291858549969e-04
5.141536565269918535e-01 4.596688496677092499e-03
5.662894781041766246e-01 7.681533681922133282e-03
9.142962349661741817e-01 2.152876282060104621e-03
9.367275649518740366e-01 6.927321102222364427e-03
1.185210623176292000e+00 9.759689576771282639e-04
1.377247673779909309e+00 9.651710965260941466e-03
1.311539190646700215e+00 7.825392023061131588e-03
1.301144282516476958e+00 4.854911634183272685e-03
6.003056606241710114e-01 7.434915037030627970e-03
1.047723861532460887e+00 5.439923237627715402e-03
5.679819796717363589e-01 6.433246478979626898e-03
7.529519956706093309e-01 7.336748843784996442e-03
6.045347754270281593e-01 8.039423443385214363e-03
1.219810417654360712e+00 7.321498588195619883e-03
7.385606155067595546e-01 6.934357273792251608e-04
1.148203384751382838e+00 3.628551074019794893e-03
1.221787752171917596e+00 3.784978081365067068e-03
6.097176825913863674e-01 2.054657719187035544e-03
1.427685671010705537e+00 3.471316150332789518e-03
9.369356459271370730e-01 5.122708548426354799e-03
6.018433565593354073e-01 5.696829190729103126e-03
1.164167244975449655e+00 2.636501315847870506e-04
1.006616661886093667e+00 6.585738091805580334e-03
7.076004966503434135e-01 5.568160824167341962e-03
9.963563616355765040e-01 9.852948779387660574e-03
1.380391596350771799e+00 1.432058091774149203e-03
5.580405392479007576e-01 1.454329837350148502e-03
1.109811098542503593e+00 8.422670821047834044e-03
7.766417085958537969e-01 1.750045859615007634e-03
1.187536930036081628e+00 5.478887634378119473e-03
9.405664521969878678e-01 3.805854816721691153e-03
6.540016234328560607e-01 6.832875707081929005e-03
8.750101584345667538e-01 5.792134279653629245e-03
1.063667471724085489e+00 7.311173092099646290e-03
1.075749099624013994e+00 8.077455401857506351e-03
7.760652828778673573e-01 8.864574356294669180e-03
1.071481573955162414e+00 9.710575183735872806e-03
1.162012291836646005e+00 9.101699749744597556e-03
5.594899938356935332e-01 3.099283752068777899e-03
1.371639955998709581e+00 7.833776654651136012e-03
9.846424839933574091e-01 7.098266870712129778e-03
6.525266643901176389e-01 3.282446739016446624e-03
1.277482620076374253e+00 1.183417411609066034e-03
1.015098868608327987e+00 4.982263493173749030e-03
7.410617779987540565e-01 6.875050174934929127e-04
8.575159604208801856e-01 8.839421092182197723e-03
7.528946817628936472e-01 2.951656558713712866e-03
1.491712446088428567e+00 3.178385248701178726e-03
1.479654416286695806e+00 2.665374138377467773e-03
1.128511409226452766e+00 1.933237751026561880e-03
1.104567607002643115e+00 7.551693248106355720e-03
1.092331177921501695e+00 8.121590929867210937e-04
6.442250525875585776e-01 4.890519970185165134e-03
1.139387763607160098e+00 8.938516979048568428e-03
7.901969349464056380e-01 1.495504772453151721e-03
7.211475593002758533e-01 7.330884455658732285e-03
7.198613360494215963e-01 8.042493925758875326e-03
1.372121815610022777e+00 9.775736664258788747e-03
1.180516482913990473e+00 1.327947230818908152e-03
1.290737772652559290e+00 6.880161866819941435e-03
5.367617803576906210e-01 8.579233421460306236e-03
7.117341251043999284e-01 2.464396024347495582e-03
1.315133083948311743e+00 6.164646600834499529e-03
1.146587531881130939e+00 4.877503646592329205e-03
1.384765263506740229e+00 3.797123716002120779e-03
1.053110068999029370e+00 7.657853356085470194e-03
1.200219311689312729e+00 5.728886746212172656e-03
7.064346574233270060e-01 8.349228485059215221e-03
7.708100949969513005e-01 9.587183003068825565e-03
1.178497423891548657e+00 1.265275451490859623e-03
9.543496740294822311e-01 2.932843561335096651e-04
1.057386105198453885e+00 5.302604464209335726e-03
5.441922468563785698e-01 7.269027400043541649e-03
1.078551926671543981e+00 8.719403965324817180e-03
1.460530257615322958e+00 2.376709108758170725e-03
1.149038416550623110e+00 1.481786569177918032e-03
7.334779912010335190e-01 1.109712330613114037e-03
1.221191407691630371e+00 6.544477351318029289e-03
6.482085446009869800e-01 4.786528182088794852e-04
6.670464715386308363e-01 2.921068062647501525e-03
7.415983316331302699e-01 9.763937580804212327e-03
1.131426159925270847e+00 4.315276228666630604e-03
1.131847019655277231e+00 9.680534714326759606e-04
1.375315340704886369e+00 5.656772714643273393e-03
7.852312069900088121e-01 9.091732674216916610e-03
9.759570243457703631e-01 8.736760351859461371e-03
1.303359255964436247e+00 9.282439687625749711e-03
1.095219502728779659e+00 3.359172553834040374e-03
1.378611664554359795e+00 8.004464463547611083e-03
5.615956283464679233e-01 2.608746341753111816e-03
6.036975168010948467e-01 2.384424464634321474e-03
1.299172942689873489e+00 2.775722874073016438e-04
8.860201469525444962e-01 8.060000598162950919e-03
1.306032973175381251e+00 5.200324662523818017e-03
6.768254534718790572e-01 8.432983198408719808e-03
1.220422174502557855e+00 6.926097738967053330e-03
6.629915354052425824e-01 3.811685103853946262e-03
1.445641168838983415e+00 5.899763104911458569e-03
1.196086535765569225e+00 8.778547359381013923e-03
1.371729275053495289e+00 8.076123822399434299e-03
7.520385853736127890e-01 8.777973943297892384e-04
6.404406093944879919e-01 2.778904686369410861e-04
1.412559974521561568e+00 4.195436065439017356e-03
7.619909865195637622e-01 5.980858277922660934e-04
6.665393930176648496e-01 1.310909466634204877e-03
9.440820264888191149e-01 6.364789166866555332e-03
1.339212099678748213e+00 9.004640557004365761e-03
6.629152913898265220e-01 9.344710908442289271e-03
9.290435827863187113e-01 7.600512319562007305e-03
7.589308358354515116e-01 2.189559827754227785e-03
8.175089476997589033e-01 2.592374957526601999e-03
1.231660874905095682e+00 5.081322088981700576e-03
7.525633779246647670e-01 4.708554345096434279e-03
5.406990100534713184e-01 7.411105062324814009e-03
8.153759784633498597e-01 2.881580334712822902e-03
5.715624907688663381e-01 2.325145080781593470e-03
1.409246946011280421e+00 2.232545068785205672e-03
1.135498208105720552e+00 4.764071708526867316e-03
5.718348631503880064e-01 2.528315138786020599e-03
6.477243237621258531e-01 1.407346634861998767e-03
9.085722368993964793e-01 3.152034582027044354e-03
7.049280080145917671e-01 2.799307949729508155e-04
6.844089152878285454e-01 4.032751798916337817e-03
7.957328401671130980e-01 8.445715457843706864e-03
5.630694475578684743e-01 7.526064533372498790e-03
7.372769713894370414e-01 4.855240125832546022e-03
1.194439274324645694e+00 4.836528477431887955e-03
6.293078270893470716e-01 6.732868131166666430e-03
9.998610000603516124e-01 2.492371153871342053e-03
1.017546118465881388e+00 2.751936399695151508e-03
1.063768190987194995e+00 9.387959532553103587e-03
1.202471431049631168e+00 2.739286959012051260e-03
1.307127565126768864e+00 9.927660781482008923e-03
1.485041056548503491e+00 6.981293192942186060e-03
5.603587040007346198e-01 4.411422412424167647e-03
1.043734174318033281e+00 8.486968080669166775e-03
5.961761665642479890e-01 4.883568677142038211e-03
9.839979531810331137e-01 9.750316654179323750e-03
1.370142706649767339e+00 5.620232367103375655e-03
9.899550744892181564e-01 1.435507398919611899e-03
6.396176627010393689e-01 2.170994179255656309e-04
6.870560194261416953e-01 5.300851432361166488e-03
7.085458982809960116e-01 5.164246593110806936e-03
5.475734920542607576e-01 6.045018202425532158e-03
6.991703333120286024e-01 3.927281717227395011e-03
1.208500041686999094e+00 9.014322428504364547e-04
5.095135824699453808e-01 4.263859947224839415e-03
1.471795705182922465e+00 3.483443519952701684e-03
1.238816957089060367e+00 6.763733188194498685e-04
8.466839679181762390e-01 2.696462967880607856e-03
1.105207074193281347e+00 6.722089878388000893e-03
1.205295471526175000e+00 2.894929790835835265e-03
9.713393910837138101e-01 1.235604537357464037e-03
1.021441027883246422e+00 1.105199474251069474e-03
1.089931389540273132e+00 9.832613223664878749e-03
9.867973776276393050e-01 9.709007500448577077e-03
1.181243242392548076e+00 6.418436525832585393e-03
5.410081195882849858e-01 7.474605918375480315e-03
9.349736374932779981e-01 6.132015701344915512e-03
1.062134779973270327e+00 6.122982633004910545e-03
5.747380199675422574e-01 1.915239642546612492e-03
1.475224205678823175e+00 6.407960990959870456e-03
8.553670161915261083e-01 9.559323157307089008e-03
6.637408037804806149e-01 7.243110330148728321e-03
9.321430484844527298e-01 4.314888727407252718e-03
6.420042388340326811e-01 3.553153126307478774e-04
1.016276698392975852e+00 8.958656531083179775e-03
5.631233692269569380e-01 5.708297405418890497e-03
9.149307519266537403e-01 4.470227664431754636e-03
5.829654778095891832e-01 2.943503364358355211e-03
5.487368835550336943e-01 1.572044523880376018e-04
1.379784057059878943e+00 5.276720284860000540e-03
6.301233194856209474e-01 1.865319368984857040e-03
