# κ κ_c g ΔE
4.486806658701515183e-04 3.438782249000215963e-05 1.319962643395163233e-02 2.210776567499492362e+00
1.171841894337763315e-04 4.757990136056513170e-05 1.414060825337105920e-02 2.210172202967895849e+00
1.785800771447725727e-04 2.553290107463369608e-05 1.193202070812598645e-02 2.004192608734766345e+00
8.579618062446710356e-04 4.241189942118712308e-05 1.396063806809375724e-02 1.851830901340024704e+00
2.169000031113251490e-04 8.403689045017161217e-05 1.192848254424590249e-02 2.016511365582699167e+00
6.385696360016363026e-04 1.518644690853597227e-05 1.339443499692539834e-02 2.091736674483820835e+00
1.251199419845071942e-04 9.440829827197296529e-05 1.463635887413195988e-02 1.988831470839364179e+00
8.286019443344042838e-04 3.175979003835036508e-05 1.479867705933608259e-02 1.805042697975540289e+00
6.918361492334188434e-04 2.777131122655205313e-05 1.022060841542764449e-02 2.357835104550503935e+00
7.690440829628967297e-04 6.683923233165775242e-05 1.096060017990298230e-02 1.823150794727278479e+00
9.558350943546974890e-04 7.361570102544012296e-05 1.045777539358204618e-02 2.177836076721474168e+00
4.507986817854512589e-04 9.529564829311235052e-05 1.015292675305626280e-02 1.994506963722146198e+00
6.127120467211296349e-04 3.501049899058323342e-05 1.407191316717468568e-02 2.018647321481650270e+00
2.776750313333869080e-04 4.994887840493244738e-05 1.306889915632857002e-02 2.003706364761165926e+00
4.318478372229394820e-04 9.647523095175086099e-05 1.293367579775870496e-02 2.387599461593170158e+00
8.954271404269740489e-04 5.960372499820118828e-05 1.245183555618791307e-02 2.275513790262113645e+00
5.950360937403702428e-04 8.877442874276249849e-05 1.254588128586472603e-02 2.032961055383718296e+00
8.745799849727529940e-04 3.208517577023806778e-05 1.442714806063707250e-02 2.184759065035697390e+00
2.884662785747927087e-04 5.555337703744739385e-05 1.151401253349535261e-02 1.808011317386012395e+00
7.243049549219965615e-04 9.792538555702889837e-05 1.301135880532311093e-02 1.823389181461289921e+00
1.429490918579972994e-04 4.937793302231791270e-05 1.173938218101208686e-02 2.170700016032514501e+00
6.791615273090785207e-04 6.270781264721743018e-05 1.032667793613020399e-02 1.967288484824212036e+00
5.149007609073466725e-04 9.887898489442851590e-05 1.382244284208737281e-02 1.949203187598719023e+00
9.085143297986161739e-04 8.748346532432676179e-05 1.371194416504170274e-02 2.033164465467610871e+00
2.800059261622444987e-04 3.273478792153412467e-05 1.108353529809719823e-02 2.037328860809247022e+00
5.840132297219169247e-04 4.341118273292598063e-05 1.058891502841303491e-02 2.294646715228203071e+00
8.344735877800785878e-04 5.459724043123005276e-05 1.454086095891814895e-02 2.256653003447902872e+00
2.522029731567094948e-04 5.382172114810397255e-05 1.166723552621629946e-02 2.334866238355647106e+00
9.457920292496648515e-04 8.807287725903550826e-05 1.320680643413721031e-02 2.330933953742029718e+00
1.454019651760835323e-04 1.927973984905433829e-05 1.059180555895382347e-02 2.278234318209629183e+00
3.237091591581135416e-04 8.296484742581578605e-05 1.402504562966596507e-02 1.961471373012111163e+00
6.890010917191601112e-04 3.232382761006460871e-05 1.233745477686476293e-02 1.865802112866089990e+00
3.789793532948548425e-04 8.576272623601332592e-05 1.265054795103928709e-02 2.013769994637077954e+00
5.210037936757170793e-04 6.828094113645356302e-05 1.343449240453940818e-02 2.221865965358701622e+00
1.345263613682625900e-04 5.550740989196782264e-05 1.307764607802280529e-02 1.809505083228848399e+00
4.924567618410595872e-04 9.019429229962781813e-05 1.093433381204119911e-02 2.339990843237483187e+00
3.266925730353733388e-04 9.757853119204529908e-05 1.261614268284686792e-02 1.989839661878257004e+00
8.785201915478677752e-04 7.363449497428296246e-05 1.341407585203504074e-02 2.149945543209581977e+00
1.341204011611081266e-04 3.451452952610703300e-05 1.047285700200264492e-02 2.013086380267855802e+00
4.444157157482951388e-04 3.943054033856340998e-05 1.491047814414019415e-02 1.899916718068809685e+00
8.799935059079459906e-04 2.586283569919558580e-05 1.389317314039214407e-02 2.276386147678351790e+00
9.179530502872710902e-04 1.660497159798307029e-05 1.361957638810682575e-02 2.050209901882158903e+00
4.210513430544036008e-04 8.317625082983386370e-05 1.412721390800020932e-02 1.972863706278782381e+00
7.686206721526909515e-04 2.574224864315170037e-05 1.318117184255483340e-02 1.985742253157263271e+00
7.418936144104896959e-04 5.189500191792247605e-05 1.444519723162640025e-02 2.329305402462062524e+00
7.962944349433386318e-04 5.888862595805438132e-05 1.122733460010410730e-02 1.988316874904194176e+00
2.772607614648250982e-04 7.984740114377512172e-05 1.315451856044179413e-02 2.287933957096696336e+00
1.124832014491516040e-04 6.364372130217528305e-05 1.161256494278672252e-02 1.845224896108200729e+00
2.065952521540353462e-04 8.537279120231780960e-05 1.124448256311790309e-02 2.216510691890466234e+00
2.193335428360294317e-04 2.298795219761641477e-05 1.009057972873677288e-02 1.866548077872068445e+00
5.390620425884193193e-04 9.302540050104896236e-05 1.287077045839507029e-02 2.109663298738374770e+00
7.356415764497716914e-04 9.090383113132310055e-05 1.337092785810522870e-02 1.816329667749578158e+00
6.586860154391796810e-04 8.704282260965847545e-05 1.173744606422130743e-02 1.911366056314402595e+00
6.399151644468194580e-04 5.868591851985046167e-05 1.272029970446768993e-02 2.275036459737464156e+00
1.928111299283102246e-04 3.278532331422546136e-05 1.214274975636417744e-02 2.121486528848103958e+00
3.568437603401729014e-04 4.739455650417070167e-05 1.311278503726397322e-02 2.226825944798520140e+00
8.082935594296330106e-04 6.042785917669386370e-05 1.421734030082405856e-02 1.986904533980342613e+00
3.904415922610620228e-04 6.152186606207007795e-05 1.459928730804683356e-02 1.873841391227926145e+00
7.910793896026504677e-04 8.082707134843040932e-05 1.167218231956069011e-02 2.249814417405948674e+00
9.531148992384252819e-04 9.129936059498434074e-05 1.003276895659435501e-02 1.877800284221642801e+00
8.314651033612811045e-04 9.476642675028061462e-05 1.401976459466396790e-02 2.027699774819856415e+00
8.744654396178060769e-04 5.313147542587894615e-05 1.054567462707857797e-02 2.113973816751982149e+00
1.215481871873033324e-04 2.670536615676557526e-05 1.479528268714845086e-02 2.077754025061364640e+00
9.203805498847770833e-04 8.531311158850709902e-05 1.044383923694875912e-02 2.019443872496442083e+00
2.335990698980744407e-04 4.599672720958111830e-05 1.481016281972227788e-02 2.002211437418451645e+00
7.178398788438975680e-04 4.026134045400373354e-05 1.220233362461071308e-02 2.124599862233727432e+00
6.965800285536723679e-04 2.529271582654487059e-05 1.160132263241979433e-02 1.998302449129608416e+00
6.874962637044720014e-04 4.218852485222701767e-05 1.167199864321659744e-02 2.295163056255606016e+00
3.457721077437478927e-04 8.545340748638001645e-05 1.137901325544541861e-02 1.961100294687811552e+00
5.714340084092508392e-04 3.177310421812178532e-05 1.498801758316636520e-02 1.950190894996990831e+00
3.574820166040737512e-04 1.863106512700846655e-05 1.059587733738278498e-02 2.271250292268917725e+00
3.261965080866452990e-04 3.518306659798089227e-05 1.376493041071427149e-02 2.206333720378486518e+00
6.079024416360823135e-04 5.078601560510069210e-05 1.017505871733382153e-02 2.310392637889546741e+00
3.477154594118752554e-04 4.454307788300675592e-05 1.034813849213716413e-02 2.165816527213014542e+00
2.145699151370140316e-04 9.984118830972766939e-05 1.351668967778405471e-02 2.220046332955511570e+00
8.269597204466920450e-04 4.548389986903337168e-05 1.291013106678179020e-02 2.007869874926619946e+00
5.776361968308372976e-04 1.871284509256916580e-05 1.256744219152713254e-02 2.378164601146431245e+00
3.460268158822486805e-04 6.433366140914375804e-05 1.485300294552347952e-02 2.321181090726769369e+00
8.127659163065806486e-04 7.246834036937870309e-05 1.127233220735937222e-02 2.082764513155891173e+00
5.306087590863868596e-04 3.920589055733379079e-05 1.144384839240043458e-02 1.868144448747175890e+00
8.351160815965788910e-04 4.196590987862862003e-05 1.324757895676981212e-02 2.223368529321774201e+00
9.607024901578870620e-04 5.824534291755757899e-05 1.426299134396952564e-02 2.211816250171963372e+00
4.797265941417188772e-04 3.100841017286705122e-05 1.499697194395306112e-02 2.252605594564060620e+00
4.885301471339320318e-04 3.897101196453188742e-05 1.205086312053618540e-02 1.975188905428483910e+00
9.674683672901165888e-04 7.819151645213505604e-05 1.246830406704141532e-02 1.851791943053751277e+00
2.634645898991880199e-04 4.372700169981838319e-05 1.044214283623339304e-02 2.382020994860654106e+00
9.136047492151381068e-04 4.772269804113292706e-05 1.219006232319196428e-02 2.344646890170286824e+00
6.272754547816719031e-04 9.020523371477470059e-05 1.344138644728266711e-02 1.976328606469939020e+00
2.093058896621877673e-04 5.990267736572283492e-05 1.154647021061298677e-02 2.179145341799383573e+00
8.913308742708989140e-04 3.022667884696482509e-05 1.286304117775713754e-02 1.896194921160736735e+00
6.645394787681690053e-04 9.291254180631280805e-05 1.431512308260680238e-02 1.869456842010233988e+00
7.467144987678555690e-04 1.781241724892566875e-05 1.073900233497538000e-02 1.934992030389384166e+00
2.671631783111849939e-04 6.722012671123236440e-05 1.354646430890240477e-02 2.136026945186062509e+00
7.555361602078484095e-04 2.218575950356580149e-05 1.130257104763265040e-02 2.072183560462931950e+00
1.185615921413269710e-04 3.508496220100822631e-05 1.118153940376502738e-02 1.808763365812972257e+00
4.216033362244548484e-04 4.279352696203119589e-05 1.147114335511695629e-02 2.368678563237048618e+00
5.296438926642863454e-04 6.203701373283801652e-05 1.250187886741155330e-02 2.357294484731398576e+00
8.979526543534039652e-04 4.755003826505036608e-05 1.493397748468517326e-02 1.867478151887206339e+00
5.248792749874502507e-04 9.277289434379242244e-05 1.061963428306050665e-02 2.083837554161140027e+00
6.603572446679772641e-04 4.199300074217343556e-05 1.041441669860022901e-02 2.249180668909271485e+00
6.672098291341733078e-04 9.957541922738824514e-05 1.396370567080052610e-02 1.900217444292565450e+00
1.882526534674355714e-04 8.045992807556017899e-05 1.124156677473815528e-02 1.818922563006887483e+00
8.428367738620184306e-04 6.119520038582203008e-05 1.086298111140303335e-02 1.917667990063899985e+00
3.712435633188928847e-04 7.218409468623403116e-05 1.388715006261840267e-02 2.062715968333043826e+00
2.876029598665263520e-04 2.530923907197962477e-05 1.371925445509925186e-02 2.108746864677182753e+00
6.962135935282726422e-04 3.678739228570309262e-05 1.377473512216927098e-02 2.317629234369296132e+00
8.375767744926108102e-04 4.150394997787742145e-05 1.191533445072813328e-02 1.819825453430891082e+00
8.880510316598303009e-04 5.697937676825232339e-05 1.489922887587799907e-02 1.851477138402734424e+00
5.554179794179031149e-04 3.236063983081344860e-05 1.341910176387104553e-02 2.038680011269951464e+00
3.189053040805442970e-04 3.569192717627996716e-05 1.419049836535993606e-02 2.297629833194071214e+00
8.271743872059285265e-04 1.635908424108353408e-05 1.186598134763112468e-02 2.286006551796120334e+00
1.761289745655813708e-04 5.054620903662148160e-05 1.340186825696187793e-02 2.072586080376683793e+00
9.135617146879674612e-04 8.699549927429801465e-05 1.086538127717111973e-02 2.319166582138180832e+00
3.812561038857632291e-04 6.691664170063979012e-05 1.143334181431265167e-02 2.312533976339265607e+00
8.086040311175983920e-04 3.312356588517656209e-05 1.115861088061271059e-02 1.822724068482966198e+00
6.937911097622288456e-04 7.223031265445946944e-05 1.103528530304996244e-02 1.989468462610646471e+00
3.614134422759872540e-04 1.146876758552713469e-05 1.073591886663938233e-02 2.330661484130539307e+00
7.063343791157558008e-04 8.818737354502598062e-05 1.419812249195627485e-02 1.943779898425039843e+00
6.799553734651507227e-04 2.982238932755572905e-05 1.469390166648952903e-02 2.245633077682900325e+00
8.164364630477885087e-04 7.084134846742903347e-05 1.112592697434120620e-02 1.967787467319396244e+00
6.554044367117208784e-04 9.113962071851439866e-05 1.186327569256314871e-02 2.325773594811274325e+00
2.966091330550521435e-04 3.631864450929880216e-05 1.279143723768268529e-02 2.274742442495908623e+00
2.179847164394118708e-04 8.462038965978886413e-05 1.229540699756031738e-02 1.923320641970403644e+00
4.772811821554015749e-04 6.420089141502176918e-05 1.022523965283186551e-02 2.081870889733796304e+00
2.476475063738801463e-04 9.602034755242506406e-05 1.324944559470547963e-02 2.243998534136940837e+00
2.320755856016842129e-04 5.996533121699697104e-05 1.203468818853229219e-02 1.867126225308897158e+00
6.253303144484488379e-04 1.819891274251596864e-05 1.383775312317608169e-02 2.330959931699937204e+00
6.883288942673660912e-04 6.990891614734559046e-05 1.348403488441142842e-02 2.314109938479690598e+00
2.801429798278389709e-04 9.294723892321648715e-05 1.012963583615414040e-02 1.910027957801036402e+00
2.015563064267755073e-04 6.052801729239291417e-05 1.290301796519487468e-02 1.833761236539888761e+00
3.963957901485931092e-04 9.904255301451358171e-05 1.295113449097541961e-02 1.923976430486928235e+00
9.461306902448298221e-04 8.868007297539919965e-05 1.209390086104595793e-02 2.110160860236248492e+00
8.774423935145417861e-04 9.779371990669673222e-05 1.371433333351286359e-02 2.150115816039283256e+00
3.852326319673676520e-04 4.903347778943972242e-05 1.027200025834533459e-02 2.080271413222061216e+00
7.294490599366009994e-04 5.892780194198072387e-05 1.416865313900850243e-02 1.947820090770960411e+00
7.178528250300698129e-04 2.522651362835121088e-05 1.136152310477124387e-02 2.043414133214440653e+00
9.617368348689750955e-04 6.986210256785675807e-05 1.453604458838785377e-02 1.864632382715107672e+00
2.072644500643436760e-04 7.496623908665715644e-05 1.028253397938419696e-02 2.365172907392173229e+00
4.960886931490528012e-04 1.133908793068608275e-05 1.307354742597404036e-02 2.379384969550902174e+00
6.718386668999958532e-04 5.075228619326635591e-05 1.382723467043730885e-02 1.876103492258265115e+00
5.278524134799056832e-04 9.483288555707470799e-05 1.030393649153010099e-02 1.973580319552551421e+00
9.309682005425820063e-04 4.495386533967274888e-05 1.240245130527584116e-02 1.935322718669174380e+00
3.162350210591499721e-04 4.231233906570472326e-05 1.043057198322746779e-02 2.333848165176937162e+00
1.630804564252079218e-04 7.593646659352137407e-05 1.086457596225257234e-02 1.980631566803198185e+00
5.897508344138085523e-04 6.977423599648887090e-05 1.336026629922607359e-02 1.895565258022713806e+00
2.885737828640718306e-04 4.819267500988799345e-05 1.170227157964427375e-02 1.913980006243171328e+00
6.014927997409669387e-04 8.695528737289405963e-05 1.066630282196820954e-02 2.105352414878971956e+00
4.800554715385689985e-04 2.046282350411270844e-05 1.493354368344591843e-02 2.284861155618717721e+00
1.106868342552237716e-04 2.003768598050182127e-05 1.298590281686853865e-02 2.214747238352769099e+00
2.806434117930619058e-04 3.588831061118262749e-05 1.318987270691843357e-02 2.320367481502397133e+00
6.399059330008071127e-04 2.046394992968280345e-05 1.245873730819904192e-02 2.093631332901334297e+00
5.669013080471747628e-04 9.497449642987549473e-05 1.030583527381614614e-02 2.309560348552051945e+00
5.860586889185542348e-04 8.136429160995031415e-05 1.278918364885320638e-02 1.893149397167963377e+00
2.087824166828340644e-04 4.497284723521851447e-05 1.136715179257778360e-02 2.028274361983426477e+00
1.966814378219314968e-04 7.713007458414268319e-05 1.392561480610522533e-02 2.125559811367142338e+00
7.016255372801360633e-04 5.268067845544827246e-05 1.002584895012613615e-02 1.943824172741875245e+00
4.357456660070976396e-04 5.470225629504747375e-05 1.236524161322284654e-02 2.294839011307250765e+00
3.181490710270692013e-04 2.556550053317789681e-05 1.074646507112428026e-02 2.266845774964810989e+00
8.308804700339213851e-04 8.261853123561681712e-05 1.197834829801980132e-02 2.220419476213512766e+00
8.025130808544404717e-04 7.819565097151334016e-05 1.192740721165036662e-02 2.303721073121857366e+00
2.126417446163968747e-04 1.564284640555964405e-05 1.162808855451676407e-02 2.160851739686792783e+00
7.734667729936029346e-04 4.793363927477739116e-05 1.162276207746799211e-02 2.279365155161040324e+00
9.924913259769007137e-04 3.226109461182201350e-05 1.182219055734679350e-02 1.938398493887878660e+00
1.566345492265722400e-04 1.120177906632659571e-05 1.163686298084901614e-02 1.941101372752003007e+00
9.449296793760131883e-04 9.056085054124575115e-05 1.333515821117642504e-02 2.355183125501472574e+00
1.166616863424805976e-04 7.410026105043122967e-05 1.029676038309757305e-02 2.387623259602363213e+00
4.085610136977810758e-04 9.732471963866512455e-05 1.027616018871389640e-02 2.029381141751241735e+00
2.016177687636880615e-04 8.574935712392957180e-05 1.192133356172353498e-02 1.915026278234421842e+00
1.032974405031741633e-04 8.534859813775247275e-05 1.273092607697316227e-02 2.086936827556876928e+00
7.052921298644329508e-04 4.740245315941499931e-05 1.082707161692134795e-02 1.946982449338668264e+00
6.896261597501908728e-04 9.813622054420081866e-05 1.263502218587190737e-02 1.894140396556747818e+00
6.349318131347007768e-04 5.070352795229038465e-05 1.258406317949196940e-02 1.954656988013116159e+00
3.640649021589218836e-04 5.508097141562712473e-05 1.101291447332141543e-02 2.314780413389446068e+00
1.711908277863146387e-04 8.500622687791240461e-05 1.478228871958130533e-02 1.834814723900992872e+00
2.141566928395031229e-04 1.982312809580111354e-05 1.184525268604916422e-02 2.267252463838083543e+00
3.759025721319210565e-04 8.399812352830296112e-05 1.147253267331392254e-02 1.818762365021201255e+00
9.409341793965975533e-04 4.670356943853987662e-05 1.275041956048607317e-02 2.372240914868580131e+00
6.952134479056125286e-04 1.920022474126171228e-05 1.170266361560548182e-02 2.149523391748289214e+00
1.687417357872656181e-04 4.506570971817967542e-05 1.446459476052638395e-02 2.370433554255353403e+00
1.353240605476290111e-04 2.806119381514966062e-05 1.385337586575829082e-02 1.901437414717749963e+00
2.903448609129090472e-04 1.637785860968113522e-05 1.107168252246391524e-02 2.201073531675195483e+00
3.835110575972775415e-04 5.496545611743808963e-05 1.401493869507215197e-02 1.924903005652955024e+00
8.649177099261408635e-04 9.928542246780971362e-05 1.490388554923747534e-02 2.243636545129658266e+00
5.236319833704370427e-04 4.669142356294045604e-05 1.304983566209201931e-02 1.874100440303094750e+00
7.701444627309223228e-04 7.970740031743085729e-05 1.332177682854630146e-02 2.276382433978839881e+00
1.860376817653988364e-04 9.517343427595339230e-05 1.382795268677903047e-02 2.003528645555154863e+00
9.776415693115289227e-04 7.687248072970976145e-05 1.346901648960119324e-02 1.806512942633517360e+00
9.466242994578196205e-04 9.844748628769892551e-05 1.436057775087233417e-02 1.866917447040216560e+00
6.943114536391865182e-04 5.262516140464803432e-05 1.289552427580076613e-02 2.389630624320809638e+00
8.008635643697937026e-04 6.357676009547141599e-05 1.223161189831343393e-02 1.882304326391134763e+00
1.946963511348429705e-04 3.109541001254892981e-05 1.287645669787153974e-02 1.866679467656994218e+00
2.985480546871316018e-04 2.650094537944107229e-05 1.255554903307330369e-02 1.841671601886988530e+00
4.324674665486119367e-04 5.056867799661996144e-05 1.137371162235346206e-02 2.080127934894189679e+00
7.931287938913866983e-04 1.758997364956363325e-05 1.481968825433878714e-02 2.327410700731473270e+00
4.871211517116026180e-04 4.359990582896369087e-05 1.258988696062118655e-02 2.116404916560027605e+00
7.304908819057272457e-04 9.100746007039508840e-05 1.341502099383835855e-02 1.932129109594077798e+00
5.001952326739371284e-04 8.973993149805363414e-05 1.297949538642573751e-02 2.371027609287349236e+00
9.861671479910625801e-04 7.153091434254841272e-05 1.062248917607170988e-02 1.896835865711306690e+00
1.458402242479164867e-04 9.727940550364253382e-05 1.138745386844725385e-02 2.068611198715479826e+00
5.629597246264184682e-04 3.077326969226678780e-05 1.232165901002569772e-02 2.095594924458954900e+00
8.117635618397944829e-04 9.647715204811803814e-05 1.170563180630259520e-02 2.260653290235643986e+00
3.742705286667173431e-04 8.340662057840621604e-05 1.496701522700723958e-02 2.302889967839293561e+00
5.618621393830496935e-04 4.528205314141389487e-05 1.423154738097068446e-02 2.050813462279466037e+00
9.380306334181523096e-04 1.890871804313057884e-05 1.352240400617681602e-02 2.365125381435745133e+00
6.766943760258062324e-04 5.707951240465894600e-05 1.286833732536125235e-02 2.385071918473855579e+00
6.931183987204593729e-04 2.798338431581234143e-05 1.369803863544276010e-02 2.208082318173805181e+00
4.367767042185286453e-04 9.692383650988054965e-05 1.336304364764717700e-02 2.019196428866568915e+00
7.078272586216104124e-04 9.169624470662834416e-05 1.272817382058627489e-02 1.857843949000168138e+00
3.662277980862820677e-04 8.675281933064704187e-05 1.253965353930785488e-02 2.056907213077864505e+00
3.634923546676626792e-04 8.475027398068324717e-05 1.041830726736699651e-02 2.108421664688896691e+00
8.970535250727289809e-04 8.912230222372399780e-05 1.048906522812557279e-02 2.359547730782151742e+00
5.582762674730955580e-04 5.430022156728092587e-05 1.286071715273012610e-02 2.265086870471878733e+00
3.211286640657228268e-04 2.352678353032609495e-05 1.484770479524316102e-02 2.035805521073851931e+00
6.874027412140307344e-04 6.285414303365161894e-05 1.433577336438241964e-02 1.804632633595522728e+00
4.657433965201045276e-04 6.800202269413063618e-05 1.436684416270916226e-02 1.967229889218709893e+00
6.038891468965175511e-04 5.131991796567895574e-05 1.386630950084988961e-02 2.347280378249913646e+00
2.051872565246730439e-04 4.062897859383795347e-05 1.231974430655399626e-02 1.946116004141215772e+00
8.182335137105043897e-04 2.091869895993082935e-05 1.351720054428134921e-02 1.807947628066634671e+00
5.460480779341004036e-04 2.167538930276314405e-05 1.356313860906752621e-02 2.279295899774842926e+00
9.780331928609916139e-04 7.096766603674231925e-05 1.414422800269801370e-02 2.292948130266283080e+00
3.226463361959956851e-04 5.351429539773059848e-05 1.404273669643770969e-02 2.196811096181220613e+00
9.128341295283711647e-04 7.141894736503132547e-05 1.262362059285618981e-02 2.321565267809989397e+00
7.493807244401558786e-04 5.135387277624734554e-05 1.441471269157435474e-02 2.375826343820365505e+00
6.275065567845514126e-04 4.947614023863506141e-05 1.463008972377124323e-02 2.334014693164650822e+00
1.569954081377477706e-04 5.970502550128593648e-05 1.221667404242761726e-02 1.825749835040331837e+00
1.842759325196264794e-04 1.064228486948981777e-05 1.030176173860756182e-02 2.080848137231677164e+00
7.114132295826074148e-04 4.363614387012717670e-05 1.349958364099828473e-02 2.144026969249177128e+00
1.512020620554669595e-04 2.303174327285354358e-05 1.480753721993804777e-02 2.104010410824030064e+00
2.683821902850307400e-04 3.791434006896198016e-05 1.379649861464017982e-02 1.902163219456735721e+00
1.319721498960179100e-04 3.079740388205553614e-05 1.293365131268759370e-02 2.199078087792884162e+00
6.363896820875778338e-04 7.963948274552047971e-05 1.301462600021863550e-02 2.162092321174412302e+00
6.287553558877670033e-04 9.485345381994408876e-05 1.114569903661578876e-02 1.924885777538454468e+00
7.773454160315435577e-04 2.427427927324831737e-05 1.078188671783929242e-02 2.076463209997415404e+00
8.510924225953082640e-04 7.234670635168913625e-05 1.205695948219269453e-02 2.362344076918983848e+00
8.996000923319215879e-04 1.831393840090059049e-05 1.454628897342571600e-02 1.812500448493187699e+00
8.761697492936372208e-04 3.724943880641539329e-05 1.403629951084108853e-02 1.958252975316555622e+00
8.740862852912186474e-04 6.805366879282322601e-05 1.131790650125555180e-02 1.820426244386213588e+00
6.483731473411801036e-04 6.575408259325755836e-05 1.006619188133387952e-02 2.200866319803230553e+00
6.338879356321891001e-04 4.157817199214800240e-05 1.392114627299963041e-02 2.033679592038163619e+00
7.706256739895421710e-04 5.910295407176376932e-05 1.105575260597669446e-02 2.325993304258069827e+00
4.646361217457494830e-04 9.569715179628816067e-05 1.039899175334346726e-02 1.972124051058859795e+00
2.122632546677526220e-04 9.732755845169559770e-05 1.107136196991692287e-02 2.366522913954883123e+00
5.982493323412013501e-04 8.560136185578517271e-05 1.193090105446442499e-02 2.289891112490333835e+00
6.915890220933203865e-04 8.375127655855401677e-05 1.030920297358131101e-02 1.904515632321128304e+00
8.893300050208445507e-04 1.178714388177446300e-05 1.197589926456259224e-02 2.353539322633345421e+00
1.363482021925201354e-04 3.122954661163003873e-05 1.251125554758627384e-02 2.123311179262589388e+00
9.119228951885968758e-04 6.168973849079417682e-05 1.343143692780737232e-02 2.186505996031671728e+00
1.786517447234536892e-04 1.007082652258091686e-05 1.196290992702596021e-02 1.958328463637457606e+00
3.261864549799497765e-04 3.691846120900248862e-05 1.118884456268008296e-02 2.142145810410340800e+00
1.199544382979292789e-04 2.185846926055027485e-05 1.226661221576851035e-02 1.870064886344475541e+00
7.268393539331265791e-04 5.972791499491897685e-05 1.385543156783677551e-02 1.818425071571493801e+00
3.895600801513310514e-04 1.630808038916284599e-05 1.185945546291969181e-02 1.937065152576074478e+00
2.666800510203874469e-04 7.848077055812183395e-05 1.317532294117969467e-02 1.969373707446072874e+00
4.830700833239791672e-04 4.529454122638291481e-05 1.488414576441424338e-02 2.389855842986689183e+00
3.428217299599741830e-04 8.877552700314754518e-05 1.428515360715448303e-02 1.969715984678940046e+00
6.795422353156041267e-04 9.058579487789362322e-05 1.058208098908053514e-02 1.858592736580776172e+00
2.976073271381423930e-04 2.786768874822058206e-05 1.078359742996507983e-02 2.330185322462676289e+00
1.600034380084287410e-04 6.663454627208310974e-05 1.033345693134683427e-02 1.942180335300724980e+00
7.432972117479155023e-04 2.496243895565761184e-05 1.468094320560524649e-02 2.084296137537002380e+00
9.634404038880039654e-04 9.715349060598030306e-05 1.386882134897475874e-02 2.174845533687697952e+00
8.506337085587717135e-04 4.202534912764985026e-05 1.251398612746579264e-02 1.883224665113452101e+00
2.841928726694812257e-04 8.524900837353410808e-05 1.130201688911132082e-02 1.837550650339721425e+00
6.668628464741669639e-04 8.546926767061201169e-05 1.470977130124465071e-02 1.806038663505245223e+00
2.035854141559003262e-04 8.244339811015822584e-05 1.182188139394199991e-02 1.825426445641215256e+00
1.568939152572443058e-04 5.833787842690903278e-05 1.111319259782862431e-02 2.374468564853371433e+00
2.273002678176322161e-04 7.763446930190886683e-05 1.197985517836524377e-02 2.370956030617930921e+00
9.093682716384775787e-04 7.002599769874029575e-05 1.190065738107421930e-02 2.143279500890900469e+00
8.710890003196523120e-04 4.926971358490761993e-05 1.107850672539094014e-02 2.159567054932695296e+00
7.272812258080206971e-04 5.319222873909851897e-05 1.004836668352373889e-02 1.876797323685250873e+00
5.221237311714998532e-04 4.761981260350652343e-05 1.012255578296613646e-02 1.843575547259752145e+00
9.413241291343362556e-04 8.338678777890624015e-05 1.000096910256846605e-02 1.950902952205757490e+00
8.124558726157377108e-04 7.819371865844152814e-05 1.164238801425105524e-02 1.947672326495019313e+00
4.791459353436074652e-04 4.466610559217841557e-05 1.390022674632189828e-02 2.228614614016735107e+00
1.787254489307937106e-04 3.804428059733672434e-05 1.441121275592304948e-02 1.943424614310668153e+00
3.216765863892854507e-04 1.683357681228397820e-05 1.320970257297981315e-02 1.969416833663849342e+00
8.948229859847356762e-04 6.376925043767358854e-05 1.121183076036169797e-02 2.225639568621745834e+00
3.577363347724297126e-04 6.208952637367741434e-05 1.275721122385773884e-02 1.968096313010987863e+00
6.926781029440692416e-04 7.313673414049276771e-05 1.416185714844710175e-02 1.923677917058814080e+00
1.200806933648222111e-04 2.227454255326816854e-05 1.271704866510550355e-02 2.225544506126234889e+00
2.703971732791846951e-04 9.723696136959470609e-05 1.214823635121253277e-02 1.966367700141566699e+00
5.213883287614204474e-04 3.240181686050443957e-05 1.200710064552857129e-02 2.229857433214487372e+00
4.011894619634358045e-04 1.478211597099606968e-05 1.185397301695828749e-02 2.299057116515945243e+00
4.141059715517572378e-04 9.695045503849193821e-05 1.098815384257774939e-02 2.086407854924833494e+00
9.359315903161034888e-04 7.177641266258972619e-05 1.329139283652186997e-02 2.002239260288586564e+00
5.612018085605679964e-04 7.588847295571556886e-05 1.313601986428821790e-02 2.133574133999547762e+00
4.820766984010477251e-04 7.795640651506523212e-05 1.372931185904395154e-02 2.039978036626896696e+00
1.270305283272855478e-04 3.009460229498177883e-05 1.179796521396154867e-02 2.286804129552953313e+00
9.346331390348046461e-04 4.424572574849906543e-05 1.404308752739089061e-02 1.807378667141896544e+00
2.968428945506528601e-04 7.845952746806576870e-05 1.450716676939853983e-02 2.104904839605600042e+00
1.387449034436197455e-04 2.965738395525145395e-05 1.236608270112509594e-02 2.135301477557737471e+00
6.382611980591190119e-04 2.248869237346276089e-05 1.355552388877308279e-02 2.281684664682389840e+00
