# κ ΔE g
4.478849933733722853e-04 9.232975136289787166e-01 6.916692948425681199e-03
5.114302364997763174e-03 9.011412903026244647e-01 2.501881011581746049e-03
7.348738132650969694e-03 1.249349922706834093e+00 7.428424442948599118e-03
9.864575285856271372e-03 8.725541867594871492e-01 3.391748038351045415e-03
9.295455438174437049e-03 8.945976177272106922e-01 5.079015167357365038e-03
9.293491134753121066e-03 1.359344473014597821e+00 1.799807678079352056e-03
7.797923032882258555e-03 1.379809334308297331e+00 1.810802928909583612e-03
4.872717994040546424e-03 5.950798128208693027e-01 4.059903813143766853e-03
5.315236013119502105e-03 6.218602195144208311e-01 7.616208330472626874e-03
6.844784170538999613e-04 1.276255593541148148e+00 5.139789236171856887e-03
3.324193965289355852e-03 7.108523100321585408e-01 5.987972090040616716e-03
7.710564770105924823e-03 1.308900530192422806e+00 6.225460188337860433e-03
3.301982876358200598e-03 8.664665599964752607e-01 9.490704906867826474e-03
7.657992278410038697e-03 1.161291521508627689e+00 5.034521101235066472e-03
9.109442937405193980e-03 1.290069974288676313e+00 7.542654094663980846e-03
3.881866194762365399e-03 6.992603908046244321e-01 8.602820233212312914e-03
3.689280667811870550e-03 1.267285739712088244e+00 5.125356143164192489e-03
3.271757677292928476e-03 1.166939749791956471e+00 1.658808744204536651e-03
9.856681782765670807e-03 1.371247629104145993e+00 7.462770653399179895e-04
2.316815688826288390e-03 1.026859720428264122e+00 7.216828728739097497e-03
6.856796840026738345e-03 1.389604317652278098e+00 3.576439915923475786e-03
2.644728416535675145e-03 1.151593543088981875e+00 8.793262848934741988e-04
4.787526083746207299e-03 1.442609650729281601e+00 1.904062400864684531e-03
6.913119991179899997e-03 1.155088432777853225e+00 1.854988124304450103e-03
9.549442617897491853e-03 8.477865612914584625e-01 7.823390811879960341e-03
1.215407393170696466e-03 7.300624808108446828e-01 4.126294355158204898e-03
5.676469228932562970e-03 5.123112878214800547e-01 6.040470219254874713e-03
4.866706205598262530e-03 1.235604610513087565e+00 1.256194110844931081e-03
4.147653776574098707e-03 8.994033044201156235e-01 3.048921072109856615e-04
7.383172693503928241e-03 6.940948069992404212e-01 5.024751081110803881e-03
9.648557944138377168e-03 1.231458151808129120e+00 5.111326671738738656e-03
4.071902380273472073e-03 1.037469891244891418e+00 7.306073575485863558e-03
1.304477855167296852e-03 1.326560653009410728e+00 2.889390168331680119e-03
9.164386716549790049e-03 1.209950325480197320e+00 8.245845556812386040e-03
4.734074966968787601e-03 6.152949457594929505e-01 5.247043903740530174e-03
6.576823816658854127e-03 1.380217037405978342e+00 6.800109028521053069e-03
5.566319650088072044e-03 7.761479576451865148e-01 8.253208733753274878e-03
3.037615006683327089e-03 1.099046923812974530e+00 2.841686774077891581e-03
3.820769229605669014e-03 7.355000862358406222e-01 9.676211014062727211e-03
2.578511277568287709e-03 6.138650286800308997e-01 8.848067853322096402e-03
5.059113868473353627e-03 1.348316987384925447e+00 1.590652165026875103e-03
6.393674971238108400e-03 1.408763301351608543e+00 7.827315260089345514e-03
9.649031149742814256e-04 1.446416893166591500e+00 4.791533756251682534e-03
6.824833937919549953e-03 1.345634029107133589e+00 3.081500945751510130e-03
7.575034752769859922e-03 8.570671002648591053e-01 9.678545625847941383e-03
3.622177076613620691e-03 9.775877386535586355e-01 9.858248062250692459e-03
8.520568849711624912e-03 9.755872727996693916e-01 9.580498910879099370e-03
3.548404231835330241e-03 6.218574298094852182e-01 1.343145508474802210e-03
2.357766937738981373e-03 7.720652983693744309e-01 2.162069672402193790e-03
2.563495756729936362e-03 9.601566077336909366e-01 9.965739341748764205e-03
6.678018450224793186e-03 8.335796028870698926e-01 4.779413225912139407e-03
9.646163467599229435e-03 1.075890706808628527e+00 9.140554550852386878e-04
4.637348942932180591e-03 5.100901937670401232e-01 6.194620057315219051e-03
1.767845950041249323e-03 1.474705792541514349e+00 8.763101521029757670e-04
4.374823764547711505e-03 6.476099866743505462e-01 2.704552865451156094e-04
8.050163508060268272e-03 1.100865405910923300e+00 5.132075726729004063e-03
4.944634454509398052e-04 1.183175001007730653e+00 1.995421470417074912e-03
5.647189246009143987e-03 1.232421555292388282e+00 2.942247971568679506e-03
3.916429098028179241e-03 1.375059930045879675e+00 2.282841055088042932e-03
9.484328942378127125e-03 1.254727098163257226e+00 9.625873972533371611e-03
9.176172819611054174e-03 1.027277435206173983e+00 6.784282022468626121e-04
4.779509536938417701e-03 1.346331133577672201e+00 1.760313901742223104e-03
2.982770205774976525e-03 1.020827668211893080e+00 4.904960064629003413e-03
4.778372454642197502e-03 8.408011707897092846e-01 9.772064849927831684e-03
9.283193268990788324e-03 1.469752653360680617e+00 5.727570238361978996e-03
5.112423621788421153e-04 1.247431382448314530e+00 2.093128779718374591e-03
9.061313061960101639e-03 1.299360014923702344e+00 3.308879436141420969e-03
9.911926213418589815e-03 1.153576673410686926e+00 5.385870437682810201e-03
5.528248143820087279e-03 8.885504781263887653e-01 9.823498005532175364e-03
3.561127685109507948e-04 1.183680297608245002e+00 6.139806691080308687e-03
2.469535968773294682e-04 5.712976533866844786e-01 5.081659536701546576e-04
8.712481906514305680e-03 1.114332055160740964e+00 3.922906355776888294e-03
2.631921791153591164e-03 1.184567551717656819e+00 9.105778543049699095e-03
3.192257960223628468e-03 7.192183312610385126e-01 6.228365323125565831e-03
1.891547073294034837e-03 1.039101354004870137e+00 8.631860862410292365e-03
7.279806191341154503e-03 6.494757502476206090e-01 6.844421058660610929e-03
7.248479478159495885e-03 9.940762693494236135e-01 6.902241763901668416e-03
8.385317154584787450e-03 6.599075609027198475e-01 8.105701468312742630e-03
2.592772196578935987e-03 1.294572665579246218e+00 1.157308851821378529e-03
5.468549600093371328e-03 6.012888306826809082e-01 1.045500934669421194e-04
8.426339011129508477e-03 5.082211923624981864e-01 1.846136506962628519e-04
1.026674524355169951e-03 9.103319048764613175e-01 7.106629628046949457e-04
6.434952382619200939e-03 1.462965675770091067e+00 7.815549104331701025e-03
9.710377170935950361e-03 1.461004941512238808e+00 1.086744767741314914e-03
7.842411116757935438e-03 1.051872242740863772e+00 9.835680752088415274e-03
5.368677019847474877e-03 1.247952003802697885e+00 8.438483744354975972e-04
5.618948239017020063e-03 1.375037056355832066e+00 1.446450469625438530e-03
7.179265531437631527e-03 8.797084168826693196e-01 8.714644426324920368e-04
2.154353987247868869e-03 9.092440148268483568e-01 2.030212026307750672e-03
9.499753489862825320e-03 1.476734902409766015e+00 1.547604941658936107e-03
9.984736954158947297e-03 9.789889335566570594e-01 4.635718956870276200e-03
4.171125977673955060e-04 1.016876099495182650e+00 8.803860947094182751e-03
9.854546935438551758e-03 5.894802381713909467e-01 8.323452422116305732e-03
2.752381991276881251e-03 1.151890373171972071e+00 8.980191392625406360e-03
8.173209241803338493e-03 1.288447177506935049e+00 7.656917240442590381e-03
5.186554608920377783e-04 1.039640368218033961e+00 9.117446185953306109e-03
1.383896803534257489e-03 9.900203663722809688e-01 4.219833987239274796e-03
1.980241019116094764e-03 1.245734725416030919e+00 6.421263501142483385e-03
2.113289138334014782e-03 1.056681800986884134e+00 8.254378405994270253e-04
7.990818062148317968e-03 6.197170287680966450e-01 1.311085848589310611e-03
1.111717829283463644e-03 1.392055964429993686e+00 2.853350362812200037e-04
5.869058820364865363e-03 1.168344610620199564e+00 6.277875505613588576e-04
6.159107491035080255e-03 1.291246034523279906e+00 1.249201837642124413e-04
3.479045192216111138e-03 1.227007499879532837e+00 4.605177032385321216e-03
3.253462139132357045e-03 1.453571021103038818e+00 3.965310707156488416e-03
9.201852581227075098e-03 1.215773150617975862e+00 7.233467565512718619e-03
2.092428064234989633e-03 1.030358894483578425e+00 4.770854433095426429e-03
5.882711989027855810e-03 1.399641976434059298e+00 3.054073074414746965e-03
7.309621668198504861e-03 1.044494807668661984e+00 6.355434257283927753e-03
1.118849617827735038e-03 6.810413568890241187e-01 6.914636758138436624e-03
3.515268277794638633e-03 1.088955458573862778e+00 1.584192825418367446e-03
7.676265279176961972e-04 8.386982250228686153e-01 5.831032824938578267e-03
1.348408491472890105e-03 1.129340348088735402e+00 6.037950908223664939e-03
3.946598897550617109e-03 1.285640011190462229e+00 2.915273332946323633e-03
7.426228193303979590e-03 1.303283789542642790e+00 9.325591642836918507e-03
2.325033635074857832e-04 8.185304584662004279e-01 6.724942479935893573e-04
7.751861299348743357e-03 1.382684285116084766e+00 2.673550107829195024e-03
1.898273416349662230e-03 7.601646823598172675e-01 8.003504656735212913e-03
3.515104715619207787e-03 8.600823756732560721e-01 6.064056503137525526e-03
8.260534132110999156e-03 5.738544892069366021e-01 9.820213514084095551e-04
4.753553768161464764e-03 7.374178116680324413e-01 9.266761450334807734e-03
9.443611762158465872e-03 5.406464184453759758e-01 9.673351941251593549e-04
6.437850346813335164e-03 6.267374305572046556e-01 6.578286468934699260e-03
9.439437550606515417e-03 1.174309900769684001e+00 3.640465892053912789e-03
5.892672135102776029e-03 1.297381949214131414e+00 5.763978475900085295e-03
5.884214837503494964e-03 1.320539135198381731e+00 9.074396920506449041e-03
5.333293736245646281e-03 1.078391666545214900e+00 4.876973925928221841e-03
3.559264207872867274e-03 7.034886993335041083e-01 1.747825980405122480e-03
9.691288726603323675e-03 9.235452637131194020e-01 2.304570304539364789e-03
8.607761707808530768e-03 5.342004084910081385e-01 5.945348359281715962e-03
6.198734221325748542e-03 5.642138005433356973e-01 4.323998027006576567e-03
8.489530545278605594e-03 1.118030841076354420e+00 1.147341360186803850e-03
5.751318938971503036e-03 5.885389800475935296e-01 9.776344910017100917e-03
2.794237871396306871e-03 5.628813838976973738e-01 6.639619202045973952e-03
9.875704622251665898e-03 5.510505130308436250e-01 9.147987045747077786e-03
1.003386109066517744e-03 1.337264045981445992e+00 6.105570976904898823e-04
5.657328056070156860e-03 9.546851635968763850e-01 1.838757973000798313e-03
9.672892201529434408e-03 6.721034152903430092e-01 4.333959521794145293e-03
5.410538289177713352e-03 7.447584318076696519e-01 7.605601987278691120e-03
1.766858670210965992e-03 8.343751732963693435e-01 7.271705785900070551e-03
2.370056085569359917e-03 1.252037558589854438e+00 4.898839617740181375e-03
6.981086060859635102e-03 1.389593606067335951e+00 6.985420887610124287e-03
5.096608118612824291e-03 1.385895687879018290e+00 5.516208553511709432e-03
2.231772477801746875e-03 9.416343944755846129e-01 6.304355755657137760e-03
9.058984376194928467e-03 1.313419661889070333e+00 3.550308968813029650e-03
5.145037650754397292e-03 7.814109759278485834e-01 5.421096757433829447e-03
2.279610530859749445e-03 1.172133823792965934e+00 3.614440536154634592e-03
1.806716543971016112e-03 1.463365978786001609e+00 4.811190974356938793e-03
8.236137341910070714e-03 8.166066810366879869e-01 7.391421171383284749e-03
5.581738939523937966e-03 6.203846590874598776e-01 9.765571891193694162e-03
6.462746804891111342e-03 5.147419118321924225e-01 7.448634228837342289e-03
3.441941137171681576e-03 1.247092684583553712e+00 5.129470809913402526e-03
9.836657506725859576e-03 9.948032904067498627e-01 7.768936001205824227e-03
9.403046451975196826e-03 1.235944310893439813e+00 2.766277396910211440e-03
6.109839551886849310e-04 1.383062392603457536e+00 7.097500471658174832e-03
9.746501798799846877e-03 5.805536273614618770e-01 5.490923945253429334e-03
3.993214480335213583e-03 7.053223781670331372e-01 7.624656367575747239e-03
9.152030570740498500e-03 5.392976328334634362e-01 3.401851437735050471e-03
7.727311036584886758e-03 9.261466895172881797e-01 9.787302261028056269e-03
7.317316558413519342e-03 1.345619618045609922e+00 4.018635276558974942e-03
1.611470511745798995e-03 9.624964875167935086e-01 5.076247387322891519e-03
2.393203445150267339e-03 6.675831387432308306e-01 5.293332020864434731e-03
2.205105420259299755e-03 1.101727091833404337e+00 5.388190719914574302e-03
8.319234583759169480e-03 1.400497757523716302e+00 5.301107994843288693e-03
5.770717969864854087e-03 1.130543875036540413e+00 1.616943650757953843e-03
4.444109867829662205e-03 6.675303857470099578e-01 9.624519490209940131e-03
3.147984791814002759e-03 1.054710065162387966e+00 1.270607448508320097e-03
1.029030023139921842e-03 1.417176397270609511e+00 9.358403140692085967e-03
3.497263905086221703e-03 8.887209437621872432e-01 3.955067147668673774e-03
9.149489996537739714e-03 8.488940538825519022e-01 2.075986650679307027e-03
8.602816394666808891e-03 1.012111368509346354e+00 3.407176755109873108e-03
4.468841393589808621e-03 1.245333822780214650e+00 9.734186016262418636e-04
4.093970783107829178e-03 9.484258292542472324e-01 4.676994886597649753e-03
3.087949319679134715e-03 1.263687090598629936e+00 6.868330666017725961e-03
5.783947639572726380e-04 1.139344109803161365e+00 2.399224392272159023e-04
2.226116239240830044e-03 8.662799410942136902e-01 9.209154193213355682e-03
4.148646336226625292e-03 5.468619485236371203e-01 9.237406939076958645e-03
9.597234560270416492e-03 1.022252751331311327e+00 7.502963414836492061e-03
5.464065083691271082e-04 1.035979718799968419e+00 9.456979443670538582e-03
3.196039451284202193e-03 5.228581766486678495e-01 6.795340720901736284e-03
4.582590788723679351e-03 1.177415190981274673e+00 9.948361493753249407e-03
7.156338443346596349e-03 1.202532121939011489e+00 7.070147295951130506e-03
5.667891447903957401e-03 6.551947880197107610e-01 2.132062780590305174e-03
4.828766080370752549e-03 1.045635476838079114e+00 8.211613954794879863e-03
2.276558654412921996e-03 1.411570496372792416e+00 2.681157772546075707e-03
5.311348592058190259e-03 6.939556823934678320e-01 6.606336265546366993e-03
7.842543521519333358e-03 8.548814214195958883e-01 2.054994781112423532e-03
2.515597733447895359e-03 6.259727151302814097e-01 8.975170753043859237e-03
4.555948394306841287e-03 1.271280331866797120e+00 6.153966280429361453e-03
2.666436101699626911e-03 1.375059420136780286e+00 5.324191716989230827e-03
1.047881045106948848e-03 1.461007927097918824e+00 6.747459620125709386e-03
8.424144235963439489e-03 7.844146567142540327e-01 8.594786717555815206e-03
1.132020789667653607e-03 1.061539421478408851e+00 5.935162884436024321e-03
8.799912748985174241e-03 8.159891136303092374e-01 8.001114953987944339e-03
6.533650403027078946e-03 1.187118495599143397e+00 3.299993577069659182e-03
5.098920204415909388e-03 5.643576510182477524e-01 7.713009411220490439e-04
2.030635035349205152e-03 5.403676271961710409e-01 8.074333007369313003e-03
6.872303723116996582e-03 9.375982083158540537e-01 7.710422358866562097e-03
9.921950148677549999e-03 6.448401182504455154e-01 4.541262781127164590e-03
7.819056228735857955e-03 9.611083197435046355e-01 4.006566230195320738e-03
7.366597488353555413e-03 8.545273526572787492e-01 4.460102974695490628e-03
2.449203086573662792e-03 1.308074125540766186e+00 2.878357582902847309e-03
6.539612506492131425e-03 8.295595484830899924e-01 1.551204034188465681e-03
5.064072107161658211e-03 1.434585366330468625e+00 4.170324782056995111e-03
9.827400398140619456e-03 5.298694061008500933e-01 3.350214355549408721e-03
4.044685491662374996e-03 1.046506763211895619e+00 3.916677214624872914e-03
3.004421291684987536e-03 5.879970842130209929e-01 4.411108712678077750e-04
2.317966296538168883e-03 1.241381443184326194e+00 8.678881368105845553e-03
4.807766609847245395e-03 1.330490774572731461e+00 5.389105595994361439e-03
5.573430960387041472e-03 9.059760683271468329e-01 7.403275227911574989e-03
9.903316804946785123e-03 6.010356089051530626e-01 6.926731278605552898e-03
3.282824261865542863e-03 1.258255565997989711e+00 1.154671426694215677e-03
3.945563706349784240e-03 1.150165019899017871e+00 6.276656848006558452e-03
9.432109880415042238e-03 1.397774574621657440e+00 5.555075194995547083e-03
1.226951168140877303e-03 1.324394508734223486e+00 1.324124295602442354e-03
1.424544155465230343e-03 7.481674952727956907e-01 1.740853357831061328e-03
8.199325377842531931e-03 1.086129391456053694e+00 2.977695058687492621e-03
7.466626762438411530e-03 5.281346473658816709e-01 1.592552415405278652e-03
8.888927013086011034e-03 9.943832756649082505e-01 7.260388396396206222e-03
9.973818438532410652e-03 1.000293280456952427e+00 8.210251956550958241e-03
9.159218407382497748e-03 6.913366806877524473e-01 9.432631425556493171e-03
6.545654362428422919e-03 1.269466815772799961e+00 4.620145704443167842e-03
6.194714219253750175e-03 9.370600676758633618e-01 1.382589839071572029e-03
5.141849798302202540e-03 1.390430071235227327e+00 5.304650769356020895e-03
8.471727654807555477e-03 1.382542775284074654e+00 4.436601082659849538e-03
3.953327163736078918e-03 1.256340212876416285e+00 9.351917665215194950e-03
4.584470291761667121e-03 8.914820976001517350e-01 2.051382345996800687e-03
8.280440542430165477e-04 8.472932638980811282e-01 1.775040282371813730e-03
8.854958484925144757e-03 1.427531939747788581e+00 6.784958099856016472e-03
3.579035789884046134e-03 9.493820155678092121e-01 6.940634480426955376e-03
3.217400968544191064e-03 9.840795523246471666e-01 1.549241350879266860e-03
1.183786097350468438e-03 1.192762770052936627e+00 7.120604010640229145e-03
9.000722400429544620e-03 9.762977007494152426e-01 4.461973463672337333e-04
7.905328349252244841e-03 1.202219570273682425e+00 2.595582545609986802e-03
9.814825447873664482e-03 1.188309463200359684e+00 4.832233816724133650e-03
4.288752450280444717e-03 5.650815609968518061e-01 4.505091042446640083e-03
8.710906429659383407e-04 1.047848287702478398e+00 7.346280885526590594e-03
3.224496967094703237e-03 8.802860835823967944e-01 9.604772301112082453e-03
5.702720832211488622e-03 9.938818809373854979e-01 1.445874454945240105e-03
6.831574936571832221e-03 8.224827586606887619e-01 7.497169738835336369e-03
1.973759702236015708e-03 1.104368171348432570e+00 8.513029542015755277e-03
6.463478513659148134e-03 6.059839293726588805e-01 5.212455113473997079e-03
1.735765910353532799e-03 5.912956613094244585e-01 1.199515605916686979e-04
2.762361538933465199e-03 6.190558567866409900e-01 8.966164684672929888e-03
7.176598596226716614e-03 1.293400447485896443e+00 8.236450061046840521e-03
5.728787715434869275e-03 1.117434496878218164e+00 6.348439509703731470e-03
3.246242706943412541e-03 9.761933018997295264e-01 2.638577917942197971e-03
5.918033576905764107e-03 6.167766620242565168e-01 9.146385613136361059e-03
1.695091994827591748e-03 6.132334347458758828e-01 3.070484094300569150e-03
1.126703372778068996e-03 8.687976423551474481e-01 9.748622485579987867e-03
3.205203170120674711e-03 6.693265114725512888e-01 9.058226208172030780e-03
9.924749090444762861e-03 1.016642513455170649e+00 5.516564677470003984e-04
5.885406532421767409e-03 8.007195039617478471e-01 4.370579919857982623e-03
6.157290431786891990e-03 8.159328903918948717e-01 8.156284813981791448e-03
1.818319964904936215e-03 9.799960043605467908e-01 8.381149344948978300e-03
8.376371981754695412e-03 6.197218860765327797e-01 3.522785129231046069e-03
2.308024980510677525e-03 1.133160623827439206e+00 2.273815761157137530e-03
3.730154990777993784e-03 8.791112417107245225e-01 3.781023620797825148e-03
9.282723906558565732e-03 8.932994297599176070e-01 9.108529553008394911e-03
4.904636555525217385e-03 1.447126874921241813e+00 3.305318157214503366e-03
1.372986072736529558e-03 1.277823181950634712e+00 6.283706444178504755e-03
1.399646432340721650e-03 1.407315224054226155e+00 6.615004828081569310e-04
5.854879386666647818e-03 7.225730024956320552e-01 1.967609919591552584e-03
5.808365411162242503e-03 7.821425919085284173e-01 5.239069958451645151e-03
2.170203535672624202e-03 1.293563526527971241e+00 3.561730354647302341e-03
9.090782520457349469e-03 8.421007514451330778e-01 7.736593660339389014e-03
6.770115142126761042e-03 1.402318505893295209e+00 8.760639023953466567e-03
6.963034553003837057e-03 6.284434638376669158e-01 2.972769298541138097e-03
9.921398301038454257e-03 5.060436095395498546e-01 5.726119955737985281e-03
4.862282698391462606e-03 1.014629248666095496e+00 6.030485671529764446e-03
9.896276970377104049e-03 1.210251444254175857e+00 5.323839839692813894e-03
4.603776660924212456e-03 8.389029742893572283e-01 9.027257983315682688e-03
5.981803830521551651e-03 1.040664713151019827e+00 5.761545520142232965e-03
1.172504698664875947e-03 8.395177462151379721e-01 7.025536724956868602e-03
2.357837851347476671e-03 1.090781407796958646e+00 6.639662473628730154e-04
1.524329114811702728e-03 1.242119416013921285e+00 3.868782161183119232e-03
5.287825142553553067e-04 1.057946542502778975e+00 5.526383694174930375e-03
3.444100295970184303e-04 1.378827780537017933e+00 6.527200856585280500e-03
1.747835786319440867e-03 1.163849186284416248e+00 8.887548409366027510e-03
7.479697842513692921e-03 6.034410395499667512e-01 1.236590319324434601e-03
3.339054877441466427e-03 1.105053681441664493e+00 7.673496174504775350e-03
1.534064181060608477e-03 6.526761837108321362e-01 2.653958461469180241e-03
3.982672980605801022e-03 1.476663655271247988e+00 1.654329393274899798e-03
7.231268513824933887e-03 1.006086248523355264e+00 5.388200469591063841e-04
3.958012040960030842e-03 6.989031647377477174e-01 8.925847612272986425e-03
8.594884798649235838e-03 1.488728551391369503e+00 6.697858697244338765e-03
4.125778612475260697e-03 9.550674371061264045e-01 5.916776416895675426e-03
8.024734654288720806e-03 7.628135276801761844e-01 4.297637175400392112e-03
9.103658841132960741e-03 8.688469728764612876e-01 4.856926044713840394e-03
4.772977960854163891e-03 6.208758414702894024e-01 4.168827732711019411e-03
8.517857135941617544e-03 9.084929389700655555e-01 3.213008725265093044e-03
1.557704624484744873e-04 1.181192714871529770e+00 9.701040897206423055e-03
1.348635577943232923e-03 7.188567321620447093e-01 1.681234907626506705e-03
2.083496893826926322e-03 6.497984765619203573e-01 8.960028351684091660e-04
5.026390387566629335e-03 5.837088622969184293e-01 2.749609417355227282e-03
1.127653960553118328e-03 8.484184008478929950e-01 5.684108133689257797e-03
8.788311709143903361e-03 8.906684914799198882e-01 1.969773189331598760e-03
8.841470428770235174e-03 5.025356454675296014e-01 1.156903757297292942e-03
2.547347739029085585e-04 1.153856002470873721e+00 8.957695720293751621e-03
2.761818041799598373e-04 8.980414751830525510e-01 7.989453158813501071e-03
6.624228732630555849e-04 8.271350939328345753e-01 2.679837765609976476e-03
8.260685415347706131e-03 1.248041847150224370e+00 2.375702030411441529e-03
6.626071235221387377e-03 1.212328432702142411e+00 6.987281511404385553e-03
3.594625129808677534e-04 1.440388226263434879e+00 1.038965878133794180e-03
2.657478803844501715e-04 6.869951801753110265e-01 6.494437849468031113e-03
4.875269901819154726e-03 7.191373579177814390e-01 1.883427733337232970e-03
3.679161474102771168e-03 1.486269077504189795e+00 9.403505374333947023e-03
8.787739413198158989e-03 7.903245655805577474e-01 9.119581417503087525e-03
2.085367949184836929e-03 7.320437792749037165e-01 4.220110174831953609e-03
4.416427430046450386e-03 1.120362658392814570e+00 8.097948290338065000e-03
8.247766060326958831e-03 6.172715641880631710e-01 2.369477585457437779e-03
5.170106376149302511e-03 8.440936473566225118e-01 1.367514495974864056e-03
2.821661449290807731e-03 9.801883304728558066e-01 9.494227172771466453e-03
4.017908710303270785e-03 9.700034413681211110e-01 3.739665064161852570e-03
5.871218778018884874e-04 7.955209222539360026e-01 9.338892251398184935e-03
4.964245602958371542e-03 7.744742088403961944e-01 4.910843884836289981e-03
5.828103001771166823e-04 1.020151206183367520e+00 5.387880971147707664e-03
1.885807462043307021e-03 5.055482116859199015e-01 8.836214077265414774e-03
5.052690094516572826e-03 5.320900860736675897e-01 3.055931015309265152e-03
1.467209720351103338e-03 1.382701652550259563e+00 8.864735073993698644e-03
4.753930752017888027e-03 8.994268167199687136e-01 6.620500987066884474e-03
2.000883055287651802e-03 1.220973627643344273e+00 3.699807839829998782e-03
4.289957460913769449e-03 1.229980971007928581e+00 1.368792836841978494e-03
1.653986703894307292e-03 1.282560549413992002e+00 6.885515652735257376e-03
3.290575616866291565e-03 6.415134738423159400e-01 8.541592375166244186e-03
5.326974679897939977e-03 1.138423412290639147e+00 1.863116050017095881e-03
1.219717069595004609e-03 1.156901128531077738e+00 8.202865182481875253e-03
9.109979705490024726e-03 1.079943241877764581e+00 1.799841509569389229e-03
4.968052369765616275e-03 5.915145858390749023e-01 5.111335400286658691e-03
6.179884518331353604e-03 5.684198270611846571e-01 3.153450360186369362e-03
3.108656241964261675e-04 6.330993218624594299e-01 8.442410851766304208e-03
8.684515651165753553e-03 1.046988657489224650e+00 8.491794926565151419e-03
5.699666324752063716e-03 1.413121410654251342e+00 7.426459796511667225e-03
4.560688589746601622e-03 1.139294976276400639e+00 4.281520161732468160e-03
8.895969677138650805e-03 7.889406306690430748e-01 2.707767355861633810e-03
1.471572498622784647e-04 1.251611236550785655e+00 6.696828857107040879e-03
7.142384420821638706e-03 6.619020415249832201e-01 9.736026237906087247e-03
4.096358655518364880e-03 1.236639740321753944e+00 3.794166325563768077e-03
6.261816038774711650e-03 9.295613470195510653e-01 1.381941801414099391e-03
4.045203081927728310e-03 1.477557649608599144e+00 4.464921349817746986e-03
4.083023335084937089e-03 1.020211233409349383e+00 3.881245236379944445e-03
7.534154778595607629e-03 1.388471908547611600e+00 2.188034477459148875e-04
8.185041497812479061e-04 1.393773211512288057e+00 9.088419924103245673e-03
9.972148400067796722e-03 8.235657286024814505e-01 3.637316042637573840e-03
3.203698174012112928e-03 1.044830801866919678e+00 9.786325389123981533e-03
1.960429617233306644e-03 1.159877212799202528e+00 2.268383194318279467e-03
6.864511646152836322e-03 1.408942666926239706e+00 6.317009811173216437e-03
5.444557358001447973e-03 1.394252397651360553e+00 6.515121253637452640e-03
3.398767150191723662e-03 7.467048488386123228e-01 1.459986017153831663e-03
6.670377706656856632e-04 5.063473438498270474e-01 6.225015107583711446e-03
2.744543243200801407e-03 7.753537180137634044e-01 3.298187867818142926e-04
3.896208368077046236e-03 7.935905283153377177e-01 8.314075870606420920e-03
5.207285989113900025e-03 1.294534481185388941e+00 4.043852213179268199e-03
4.812258338201654863e-03 8.908683015775703540e-01 8.171528495860565233e-03
9.528010772708020784e-03 5.628066963150252233e-01 7.687571341146145001e-03
9.184352372539573636e-04 1.399799790424034907e+00 8.365019656282930358e-03
4.794675987355496820e-03 1.226900340773784404e+00 4.396734449448022435e-03
4.058048192188081285e-03 5.399578000569200675e-01 4.663543510710166026e-03
4.665369716695216135e-03 1.047908660896349708e+00 1.341572326604436932e-03
6.805020522149767166e-03 9.652253312738867663e-01 4.095931169895278973e-03
6.498036915680753881e-03 6.368856646840819202e-01 1.518720412176938726e-03
3.622842655839047816e-03 1.200414145113136044e+00 5.763219617033341936e-03
4.174900325408380415e-03 1.356816673932769168e+00 4.047163437991923435e-03
5.705503369751040339e-03 1.415941832766207886e+00 9.192971443707760940e-03
9.854543424408524280e-03 1.294517441816998238e+00 6.995117807176162196e-03
9.791233003169185281e-03 1.077718236549158215e+00 9.870618235564003473e-03
5.333003005814766426e-03 7.836592119836244263e-01 8.766828721789800619e-03
8.540405263165242247e-03 1.440013170727880709e+00 8.206220946154261023e-03
3.584942456614651288e-03 1.495038965257918573e+00 5.119490413275200064e-04
7.510437514468167736e-03 1.064382286063195293e+00 5.288560609046416474e-04
4.434344245686515189e-03 1.018992886991094249e+00 3.106453054383285107e-03
3.050949034895711603e-03 8.944842430878943151e-01 7.574587245932846817e-03
6.809610446887239682e-03 1.195610078901655493e+00 2.629116696351217926e-03
2.268576881790963502e-04 7.673920644694249837e-01 4.484416044134387734e-03
7.440727823600903684e-04 5.861800940299272122e-01 7.362448360584619191e-03
4.301208764531278287e-04 1.449421615393932550e+00 8.044045770302312923e-03
2.463565214419050683e-03 7.194839868285005657e-01 2.230730466564808702e-03
9.497799922612517112e-03 7.605241734628052086e-01 6.432625175312170138e-03
1.992730954845406150e-03 1.116515959953781501e+00 6.643807281899469751e-03
5.413128271262807913e-03 6.429933120800893631e-01 1.348918379405089542e-03
7.352481218114719982e-03 1.160884027853730016e+00 6.091106541963563215e-03
1.306607432588571837e-04 1.259483451334790338e+00 8.220387685244058768e-04
6.725559233923959074e-03 1.487201019132813329e+00 5.514819955563878039e-04
9.772368422148536640e-03 1.244583402102330316e+00 3.501244277233719632e-03
4.063026401674391629e-03 1.002916476303272741e+00 6.614828830196731353e-03
1.972099183499555122e-03 9.276112741665858419e-01 3.686128116550308788e-03
8.110548031670846911e-03 6.147535461229569620e-01 4.813372713240964343e-03
7.751111060756086558e-03 8.715567781707621586e-01 8.968824502082479999e-03
