# ℽ g
3.216395707929198700e-03 4.512817808877318121e-03
1.429985138208618965e-03 7.534571420582401695e-03
5.133516524646296320e-03 9.009969162361948156e-03
3.211115645961624097e-03 3.724370867909082127e-03
2.887325245022386109e-03 2.973313345992752241e-03
4.833574032234953625e-03 5.201397882355083060e-03
2.913046299282971100e-03 8.243390580187442973e-03
8.404625384759771556e-03 5.966054720991959427e-04
5.447706924047574645e-03 5.527517705456667495e-04
9.809002814972820825e-03 7.242732074148653353e-03
6.536040514050906781e-03 3.694278841142425735e-03
7.800242042534194682e-03 9.113059132276361482e-03
3.772775392765445623e-04 8.253358575259129096e-03
1.872296245980490173e-03 8.912549797390843104e-03
5.168207671208543789e-03 3.857642616133307670e-03
7.739551013873332934e-03 2.718414585664469772e-03
8.520134640581464996e-03 6.578615259904894812e-03
2.810672141053730932e-03 3.372740170453318066e-03
2.913534412848592728e-03 4.915323223483355174e-03
2.677013059585090990e-03 7.381474451627336938e-03
3.552174669656110468e-03 9.920612931251042953e-04
3.243079718027978928e-03 4.894309576626420556e-03
5.199622049845685837e-03 6.228340574135794207e-03
8.192636383087060006e-03 7.558174537352649325e-03
4.752981949852919281e-03 2.853315343036789010e-03
6.863434049752695741e-03 6.974157665665991004e-03
8.502179440353592466e-03 5.757261681252908748e-03
3.891209153903403550e-03 5.464905809905361463e-03
4.988763536511708549e-03 6.525964752014192655e-03
2.437293177009822046e-04 2.375311011542069559e-03
4.717311928891833317e-03 8.610344994645208888e-03
9.856543001867633380e-03 5.521595338015172945e-03
2.240716537815154192e-04 7.387150458532893392e-03
9.494565060600599574e-04 3.617111239986007740e-03
8.224995470744039805e-03 4.134630735058457927e-03
2.498771293612232075e-03 8.073899731539690636e-03
5.072903506553815521e-03 1.119637595100233781e-03
6.634543415282251853e-03 6.903152887383055998e-03
8.869549792639144434e-03 8.367033301119116903e-03
9.575247271385674622e-03 1.392885198844257856e-03
8.702383617287210230e-03 5.099987496573257610e-03
9.274995013700167157e-03 9.252551413889901002e-03
1.997683235365560039e-03 9.041015261671326436e-03
6.212443012762560758e-03 5.329392750107304032e-04
3.756921254061053317e-03 6.050398887667639281e-03
7.728640226562405501e-04 3.927625954406587308e-03
6.124563695735750664e-03 5.593704801095959224e-03
1.170619885975224738e-03 3.714944130558876616e-03
7.442154169350902529e-03 2.103301102318799829e-03
6.943120205913831883e-04 1.315050931531577252e-03
2.135859722441479404e-03 8.590991861369634552e-03
1.098123949253525938e-03 9.062135923766001869e-03
3.401799431465360023e-03 4.069315563556606327e-03
7.643066182016371168e-03 3.027080854170578587e-03
2.064301089943673759e-03 4.496479682643519243e-03
6.568733797302016286e-03 7.656524607160241844e-03
1.038004855621532316e-03 4.656388478008472234e-03
1.854162917158314484e-03 7.865834143918837285e-03
5.864130758426048043e-04 3.809474992515244664e-03
1.754216057921458060e-03 4.387303812050837547e-03
6.379669865510527969e-03 3.239749711300195494e-03
9.117207551370092164e-04 1.627959671361892515e-04
8.746129319482499540e-03 6.495801198175944020e-04
6.000254743895826019e-03 5.808072218673182921e-03
9.758551544035978451e-03 1.694147143917571234e-03
5.682531177343594017e-03 4.986382469807405793e-03
4.449739092963002178e-03 4.291533868370835461e-03
7.101250358869932826e-03 1.755840299522208841e-04
2.289503430504474541e-03 2.260968672913189932e-03
7.610239576970811819e-03 6.040021533767472514e-03
9.482901939863853588e-03 3.644679602741052876e-03
4.025038527137548769e-03 8.327122818934315496e-03
3.980449188673604137e-04 6.257411400783462023e-03
6.638948266009873402e-03 4.111311013302455797e-03
4.403000624448220358e-03 3.842300346739248307e-03
1.984271353168285540e-03 2.674947073591016529e-03
3.839980972619701140e-03 4.734903701083617751e-03
7.943090396978883666e-03 2.904450197881716482e-03
3.984761031549979501e-03 8.320534459624502610e-03
4.518665124074400762e-03 6.747025651730608961e-03
8.504961004651234377e-03 4.637963381666017522e-03
5.570207546900711980e-03 6.535572807454104356e-03
5.556855086655057563e-03 6.127454361819753906e-03
4.826115062673758289e-03 4.103080958123341351e-03
2.030281670015874045e-03 5.741773970688258434e-03
2.121386273795545976e-03 9.341369978098267718e-03
7.498534346247772917e-03 2.299366787779529714e-03
3.086585679826298750e-03 1.404089099013385239e-03
8.056638559053657181e-03 1.626408647816269789e-03
9.517779190890358941e-04 8.592155061585463049e-03
8.577611170787077799e-03 2.831215940833190208e-03
1.996496208228246225e-03 4.486926403156206791e-03
1.042433441312968888e-04 8.420721104929456552e-03
5.381671566748728874e-03 5.568204495485816648e-03
9.590138703627380107e-03 2.272128437453268916e-03
8.654012305688787640e-03 4.370939510782995661e-03
8.675736014806818830e-03 5.837344807258666550e-03
6.088103155134621386e-03 6.755936584751134379e-03
3.935866078101288128e-03 9.202554067731580703e-03
6.522049576767867222e-03 6.913580134559842334e-03
2.419339660174156612e-03 8.104790608909387059e-03
3.523449025708908638e-03 3.871368130853579414e-04
7.143004415429940121e-03 5.843819116229230330e-03
2.119139956637383811e-03 7.651640664728162622e-03
3.744347571275707161e-03 1.171251092096023188e-03
3.290790351781553141e-03 8.073461905715547575e-04
1.975949865597969451e-03 6.327860033039354494e-03
4.900759003895650487e-03 9.118614401250694709e-03
4.544681964998590652e-03 6.214657025743108333e-03
4.268799113041362283e-04 8.270963029899932456e-03
5.751129543752579211e-03 3.340038842750805807e-03
9.319018389501550897e-03 9.187663083041704148e-03
4.912999229286114759e-03 7.458543288208462074e-03
5.241160229480671361e-03 1.767536521742127257e-03
2.034668645632358667e-03 3.877994925684924606e-03
2.704265980961734119e-03 7.634788318574057750e-03
6.988960442541427773e-03 2.914325198608953664e-03
1.186674178099541817e-03 2.076933311653726254e-03
4.028616567342486847e-03 7.269984593587739893e-03
9.463971361764073401e-03 5.556005660303863815e-03
7.620952815931387840e-03 2.268223844922321111e-03
3.234678754663773692e-03 6.430508607237007783e-03
2.262769374318621975e-04 5.470503730098706142e-03
2.738020344433975996e-03 8.322136600399510434e-03
9.334371847534824601e-03 2.177128461710899944e-03
6.178453280157077641e-03 1.826487259700343164e-03
2.631173749523079558e-03 2.074493423324704020e-03
4.601107364280519058e-04 7.186370244341344984e-03
4.688889876244145723e-03 3.427034879233354443e-04
6.000661852908022870e-03 4.483491762826051497e-03
7.564873051812275560e-03 4.611198515031947158e-03
4.879227212715280156e-03 5.644542193177489418e-03
6.964022832195961498e-04 1.976217483451787448e-03
2.046320380599610006e-04 2.767283888017060215e-03
2.071422126894368991e-03 3.595793006417041283e-03
6.767162090593296930e-03 6.884104551160979100e-03
5.030471780164406936e-03 1.575728360041672238e-03
6.273563251972091859e-03 2.660191365889519755e-03
2.470020559835157470e-04 9.605842825864034998e-03
4.824765127259231755e-03 7.985735592958401879e-03
6.855753904173665647e-03 5.665931967110521793e-03
6.288202025830076473e-03 1.444582787899132683e-03
7.731245253039205345e-03 8.834740155929205960e-03
4.847691560650166376e-03 8.269597045052598863e-03
3.214403126391418390e-03 2.587270368576341777e-03
5.044110195275420053e-03 5.024339255885107436e-03
8.882430402400767408e-03 7.100550393948829031e-03
4.057494328792111624e-03 4.988928829446136887e-03
8.983149307939579387e-03 5.904850207388832352e-03
3.481039773389450580e-03 3.774746515498860443e-03
9.332901393997070430e-03 8.791406687433878792e-03
1.876852492678283404e-03 5.560646746616789045e-03
5.201995835653313964e-03 1.668550128318258127e-03
1.420474139137389456e-03 5.789226114149380667e-03
8.935054071249271673e-03 1.757405394815504587e-03
3.410790823535106344e-03 5.778170804905294333e-03
7.857681090891023915e-03 7.898013193736419871e-03
6.742571752746062685e-03 8.286935243009290256e-03
6.245932232650431952e-03 2.139435311189653985e-04
8.176648658924258808e-03 4.156249540805073348e-03
5.276497144025785006e-03 1.045826353947453078e-03
6.001942871022304324e-03 2.614566254635235232e-03
8.722490660289447528e-03 5.871321057476361002e-03
3.923437562591804845e-03 4.580256607117389779e-03
9.430767873279580216e-03 6.651740859332879764e-03
8.915689165848861633e-03 5.497654279184715533e-03
6.005796402456515908e-03 6.623065165253920819e-03
4.926002204499489896e-03 9.350322175917032130e-03
6.031051143706121602e-03 5.675524278389475902e-03
8.039313700408667884e-03 9.061867127860983445e-03
3.051876572172324952e-03 8.650640644179035874e-03
5.694156052639592035e-03 7.605169325129310792e-03
7.625971608072759297e-03 2.606949787002592767e-03
3.852305449846441226e-03 7.970984317145686851e-03
2.376342419760798640e-03 9.700496490948951056e-03
5.890109516252670097e-03 4.246133643756206137e-04
4.995601587458017682e-03 5.278893702399077049e-03
8.870738496323256339e-03 3.953265735112511739e-03
9.531954428246709396e-03 7.281658572219976144e-04
7.029365494528802549e-03 6.655261102392085251e-03
7.552541653372169157e-03 6.032836236971363293e-03
9.065413678230587607e-03 1.617010540219290630e-03
4.172744682252380391e-03 7.113764739455422960e-03
1.576302911697006212e-03 4.429907352354607586e-03
6.799337585513968822e-03 2.832459314010291138e-03
4.756218169283006874e-04 7.706648984005749249e-03
8.101532474010523371e-03 6.155184781353097850e-03
5.450923939074823858e-03 9.886547927822054299e-03
9.125818088259194175e-03 7.961538027911845353e-03
3.467477579300383330e-03 5.969019414516014282e-03
9.989812242234840517e-03 9.552548584296275541e-03
1.096280145433326664e-03 9.958648269388938740e-03
1.746014437526279689e-03 2.971043286540863879e-04
2.824648023091787512e-03 6.161850997437267295e-03
9.960875652145517387e-03 6.785921474495880401e-03
9.301969609558863664e-03 4.286168992530599298e-03
3.796946802370972009e-03 7.575795218513118809e-03
4.234073132394323459e-03 6.568828950162825669e-03
7.716790585318804990e-03 3.727581763311801129e-03
6.100599702826115835e-03 5.362049178649234971e-03
3.430366660398333472e-03 8.981909829712210122e-03
2.961121083063951269e-03 8.438205117736895591e-03
9.960337978113362536e-03 7.554827277138067773e-03
4.010273560017264295e-03 8.255335331202486374e-03
1.043562883680523769e-03 9.793585186719334923e-03
9.974230719325846012e-03 6.716106873843179573e-03
5.491686864509514286e-03 7.630498080155765153e-03
3.924432526431824615e-03 6.320018021136956932e-03
2.669287905537911371e-03 2.505333050827990467e-03
6.597529393187890646e-03 1.749055774730155039e-03
1.391856284129509543e-03 4.391758543548455324e-03
8.985286863777501229e-03 3.619716977834245685e-03
4.567868344515963602e-03 9.404663044216440143e-03
3.363848405461412287e-03 6.945037587300189642e-03
4.039361154512827873e-03 5.158891238657635839e-03
1.506100718973213230e-03 9.923206814929374370e-03
3.700537655253162330e-03 5.665258199053221227e-03
7.358486486343556593e-03 4.055029016016497949e-03
3.439890907025780140e-03 2.985464974815618157e-04
9.928015721666284127e-03 4.678418535223383135e-03
6.799637544436909486e-03 7.559350335126658466e-03
1.394302895905426493e-03 4.104484945620661893e-03
7.848310835316002834e-03 1.035843356033060533e-04
7.802461859243331986e-03 8.199134762352858208e-03
8.043861648110411933e-03 2.160112851712462333e-03
3.559668778359817778e-03 6.191840652402748682e-03
3.318555857998247913e-03 1.150362028592201782e-03
9.080656277491740841e-03 6.889312098112327157e-03
3.554647450491292895e-03 3.607208512758510333e-03
4.405298015004741573e-03 6.231564702567815757e-03
6.946450385567158776e-03 3.358931099890553190e-03
6.989277226240363586e-04 2.813232595662094881e-03
6.363625340109544185e-03 1.231293512561470105e-03
3.292125134877832773e-03 8.741115997172317631e-03
9.515018054935271696e-03 4.363158496186173539e-03
2.748606951781356320e-04 7.388383796881212162e-03
5.481458277581684234e-04 1.744916744501683178e-03
4.611333539861474547e-03 9.937169651889177224e-03
5.016018813669043293e-03 2.089569227854813898e-03
4.254073573466968933e-03 2.239261953184792583e-03
3.478058982071158354e-03 1.403557963805030298e-03
9.075269545157863688e-03 3.173401344679114416e-03
1.662386115216711948e-04 2.580066616813011041e-03
7.797430093484732268e-03 4.099027819029379786e-03
7.529534839955091645e-03 4.743859328088543756e-03
7.740320944748227752e-03 6.885953092782024030e-04
4.644437548466646515e-04 4.203102892297543372e-03
5.689873245943648933e-03 5.568882283749533460e-04
2.245371266716135201e-03 6.155556053418435002e-03
3.666231526653979372e-03 9.527967994905607585e-03
7.094311838921566610e-03 5.085607267630599775e-03
5.847109699329333448e-04 9.368707715622582449e-03
1.552201758981836379e-03 5.780059521347833545e-03
5.059748284625875149e-03 8.683685137666022694e-03
6.955453744167077249e-03 7.912328184682865945e-03
4.073341424550369107e-03 5.371855520671526760e-03
4.984880632715534172e-03 8.913847962666044886e-03
1.909206570530397763e-03 6.787979738187025804e-03
7.333234299941202190e-03 5.786123645164827599e-03
6.073631556447532491e-04 8.825215919034472625e-03
3.117282537847124342e-03 4.870718943725069021e-03
6.521351687838058964e-03 1.493574275224251275e-03
8.921379503372951075e-03 3.202864516410022962e-03
1.348471271903602022e-03 9.659923446714057185e-03
2.738213698538915705e-03 7.887629688376472312e-03
4.638511710665513960e-03 6.467039724128100311e-03
1.072663954014004472e-03 7.146690916820751076e-03
3.708202162745198247e-03 7.443187597990656755e-04
9.890809475711996243e-03 2.920593546637932376e-03
8.586201289005572848e-03 3.339104586501757607e-03
2.648922208156538182e-03 7.069242868619751968e-04
1.514804217746366314e-03 4.256782737257445819e-03
5.312911056270572425e-03 7.018326253165913658e-03
9.402356808518726530e-03 3.121843341572006804e-03
9.366067471543526937e-03 2.482932214684588877e-03
3.138294685378009794e-03 5.513895425915592285e-03
1.390683611079715021e-03 8.203957204082538632e-03
3.084696659645844510e-03 4.943315765491248723e-03
9.330271683778671929e-03 6.944538435416228346e-03
7.745552770522808050e-03 1.408094483479325077e-03
3.427865139544157905e-04 1.140330727545334037e-03
4.626977245520226545e-03 2.584523250463040527e-03
8.204991114559868556e-03 4.287695930078660143e-03
1.111792216770633029e-04 7.355036986129628168e-03
1.253338752123755312e-03 3.965361435784142859e-03
9.387102326159135757e-03 3.032651147795387830e-03
8.900879104388246740e-03 4.862543694693190004e-04
8.391385894161452683e-03 7.369011880794289031e-03
5.934546528388544469e-03 6.569384887848782502e-03
5.409216037976532186e-03 7.911355504421119580e-03
9.680385185417436297e-03 7.686121646688783005e-03
2.723820157089451750e-03 6.104821148122893150e-03
3.630396299812492251e-03 7.700956939299953910e-03
5.343129407645043870e-03 9.510807975559157357e-03
5.508758760778188594e-03 7.446771232218366530e-03
5.525780381393511492e-03 2.659770660575965450e-04
8.134616198656919803e-03 3.342745040952244031e-04
8.743928624748908626e-03 8.277241057217549561e-03
7.489859332557993916e-03 7.277594120174849315e-03
9.816692901249063352e-03 2.373738020159126992e-04
1.966067377820327269e-03 6.815981750208978743e-03
1.798020481300057968e-03 7.582095536462822799e-04
4.576380552467467291e-03 5.653472032990052194e-03
2.922604355039015202e-03 5.839331805615181892e-03
5.810982103429574060e-03 4.328844820056749164e-03
2.643817286101717099e-03 8.181131806644797305e-03
1.342421272914915168e-03 7.230123351429622140e-03
9.087642350241837211e-03 1.683800856103905052e-04
5.144472428354696092e-03 5.847574782700517594e-03
5.069437817038269277e-04 2.989915524227519140e-03
6.216179319455003745e-03 5.865220522725842628e-03
2.574818137385267644e-03 9.754507863203251000e-03
8.996337499171900079e-03 4.171204011257027833e-03
2.209510774973543271e-03 9.516028095369310699e-03
3.252296557513406541e-03 8.926363401065205011e-03
9.991572682666329495e-04 1.827934959956168835e-03
3.300800489040339042e-03 1.881601025589785172e-03
2.260042517150205772e-03 2.143503535076285525e-03
4.856844087784316193e-03 1.447403129529719517e-03
7.655406281442543766e-03 6.531352861673984586e-03
9.004291373141765087e-03 3.766839440448819468e-03
2.194437220035069629e-03 1.664387235649689677e-03
6.198466277830981010e-03 2.553638778958527457e-03
2.900923423311085533e-03 5.570516759605790777e-03
2.252629574776306761e-03 3.707747610804478129e-03
3.170501667638615990e-04 4.735025019992170590e-03
5.010450121081236677e-03 4.032170613425780509e-03
1.714987359347061504e-03 4.077644489417478826e-03
2.703278740304317779e-03 7.292640002139623955e-04
4.080260045664698201e-03 9.866215981759652101e-03
4.196057214159789619e-04 1.384626782260777985e-03
2.240938620037906046e-03 6.721526285346909532e-03
4.152726079887251141e-03 8.824508199640139494e-03
4.941712729342995734e-03 9.635585924409502401e-03
7.625259177869526082e-03 8.641950772391125690e-03
7.633960158127619904e-03 8.097916546819471789e-03
6.831602638209922397e-03 3.015542170395527511e-03
2.758699914643824528e-03 3.950486837625531884e-03
1.304509583480680142e-03 5.749888459978359963e-03
6.958024046623219327e-03 5.638863391827560884e-03
3.075035220071832553e-03 3.667541535112112030e-03
5.407667727186290033e-03 6.047541204530165401e-03
5.736667346346337008e-03 2.011319117056124470e-03
8.022855687758779358e-03 8.617982431762313128e-03
3.746345908926420123e-03 4.129454293885340718e-04
8.810715463577889831e-03 4.367212831940041687e-03
2.577924361914764317e-03 4.244065387480406258e-03
6.460943750169128447e-03 3.222406357071750781e-03
4.928550959342727078e-03 3.829107970193961191e-03
4.549206142009550903e-03 9.190064322823763773e-03
4.764876349144167708e-04 2.270782779679076345e-03
3.336530862120340706e-03 3.396304112404294369e-03
2.442036538513648897e-03 9.151752030833818765e-04
7.624521734050876062e-03 2.650974876681405808e-03
6.235051994847656646e-03 1.309949846611433875e-03
5.387755522716241967e-03 6.503195969093236890e-03
8.815522872210887831e-03 3.138639814569121715e-03
4.922545154746348940e-04 4.041668824274496745e-03
2.439763372237193501e-03 9.771144492301507556e-04
8.910323148265456711e-03 9.846987974209383057e-03
5.922775542265065231e-03 8.317173522186275744e-03
8.433297893198882234e-03 4.845084493389173637e-03
3.950110876236925632e-03 7.721561560433480055e-03
5.081522500994392448e-03 5.563397125640487904e-03
9.504737338395918139e-03 9.864460551767621418e-03
4.455667245687595229e-03 7.196806483320132217e-03
7.264136520237970789e-03 2.369176339377807288e-03
7.811844219987120613e-03 1.933634437618477310e-03
1.719351116618165250e-04 4.736470445990463747e-03
7.319513314381766861e-03 1.289984872329345790e-03
9.472276465595015627e-03 1.125659886428866715e-03
5.792859501162131788e-03 7.888944417771184131e-03
4.332362267578411877e-03 8.526705869709067659e-03
1.783954497997917998e-03 9.001927033195578076e-03
1.992291394913064256e-03 9.012633910543169438e-03
8.120404494275430818e-03 9.382152297351831899e-03
6.813039857604431815e-03 5.723678622730534729e-04
3.710579716165728157e-03 4.677929175978190295e-03
9.068459398288257478e-03 3.733579792260115909e-03
8.181945603282329837e-03 7.354867207255080461e-03
1.484256314511004033e-03 6.028489119978360303e-03
8.675882554386310508e-03 3.474484035703263602e-03
4.718849658374014273e-04 5.779849781013712134e-03
7.397017139152715914e-03 3.453441781375003565e-03
1.325249756750277374e-03 1.077768681718567229e-03
8.655763379565424576e-03 3.334381932288640361e-03
5.232107251678826815e-03 4.114159177126174884e-03
1.400900708423500913e-03 4.832769964188770272e-03
9.135681623779971783e-03 8.553983018185424766e-03
7.679145588146639965e-03 9.262645804247272852e-03
5.844892764291562300e-03 2.698424670683930316e-03
8.671157494422751522e-03 4.922050014259726292e-04
4.185539460339009372e-03 6.421441075348265776e-03
3.564050535597589314e-03 9.062588309122224239e-03
3.704881506723294114e-03 8.458947196057668011e-03
9.886857998627280458e-03 4.092615827166253863e-03
6.130468827857212498e-03 8.372480157937839743e-03
6.762452896178451286e-03 8.587538499623601634e-03
2.134002468455833013e-03 8.661406779652127547e-03
6.777810249929327666e-03 8.427769670239459304e-03
4.980130740075053688e-04 1.638270840013782972e-03
4.109459107521752988e-03 1.767489594424655674e-03
1.943276075666979050e-03 8.072950041620736983e-03
6.236421691449580557e-03 3.992087063945699496e-03
7.040939054239574169e-03 2.049268893690159125e-03
6.860490225988947512e-03 7.329577941729028406e-03
7.070360744839127368e-03 4.868313224343571478e-03
6.393105649029148622e-03 3.128069907704950949e-03
1.309340725919542125e-03 6.101487965661854355e-03
2.233846386321901821e-04 2.049202094893645860e-03
3.260643165565193201e-03 5.583426923033310216e-03
3.299006912491714511e-04 9.173740976726279389e-03
8.365509872645966044e-03 1.924385631137576907e-03
8.005266077540826655e-03 2.401780898826123833e-03
1.749196889187850691e-03 7.886906176123656409e-03
4.182318558742926032e-03 3.334522487717972699e-03
1.167531341293552094e-03 2.104335681822157040e-03
5.198269053344910023e-04 4.594988638291407947e-03
5.383380260538341879e-03 3.458052775468542332e-03
8.464672297137945667e-03 8.308512422461031971e-03
7.704479945287293942e-03 4.980556887932428671e-03
7.506907316173607424e-03 6.491023731281028199e-03
6.463970647973577011e-03 1.648950507923387532e-03
1.596801800734568401e-03 5.769280061774301714e-03
3.313005194900132868e-03 8.130746400352250811e-03
8.826985857533555316e-03 8.835057169119161710e-03
3.152684547335099768e-03 4.509832216790275912e-03
5.895237376967364662e-03 6.556187430592690622e-03
7.219362766664892163e-03 2.571390575750851729e-03
4.308780569253573868e-03 5.069085159684555593e-03
4.826559055281635403e-03 8.238063640463460374e-03
7.492844521440639605e-04 9.811611851924077754e-04
7.336475039193051870e-03 7.107794432621801842e-03
6.267528392688564466e-03 6.146046659273274489e-03
3.468255165575471685e-03 7.965113256095838340e-03
4.727936756543163477e-03 2.214577303824704236e-03
1.323148181362957974e-03 8.278686566486980966e-03
8.066602278129129944e-03 1.866311695593205052e-03
4.648018826307054319e-03 4.451585393908274362e-04
6.854058022578742373e-03 4.558573023168330761e-03
4.624229245874581212e-04 1.319320733545816882e-03
5.248422033398112384e-03 6.254563827825222961e-04
5.726242103022613321e-03 5.347762710549261618e-03
1.251695921172610564e-03 7.201962206685768447e-03
5.758143710425876402e-03 3.413466706045390972e-03
8.561842273928116365e-03 9.161879458061728682e-03
4.872038621485785120e-03 8.785186224419207560e-03
5.176348924624361338e-03 1.771974557675203704e-03
4.055718766712994132e-03 1.792491769891731319e-03
4.169754958230622796e-03 9.485987469990488780e-03
5.403013002306421460e-03 8.820171363247909097e-03
8.416755513181632328e-03 8.394396809879394600e-03
1.591932266825459355e-04 5.850146914735438082e-03
9.691178567311936956e-03 7.229712098744959375e-03
2.323502869507037411e-04 3.228344626626401120e-03
2.615440990041474384e-04 2.280422903735389740e-03
7.822901020213546275e-03 7.929983494209485659e-03
7.839712707435301728e-03 7.111139039737101458e-03
9.786489732114234900e-04 3.090229973781112496e-03
6.953650080891377386e-03 4.011443225188666278e-03
5.411810524960463525e-03 2.490716196481302606e-03
1.539353474162191964e-03 3.580201760419082606e-03
3.288377273632564946e-04 7.453998147500162999e-03
2.446228141923958207e-03 6.690247675353441434e-03
4.851024569724484391e-03 7.693771531122145686e-03
6.478472948147301000e-03 4.571805402209003048e-03
9.026061025106587102e-03 7.864989744133420863e-03
9.020078073385952647e-03 6.634174584063154238e-03
6.124527272658436029e-03 1.610095632975811928e-03
8.798037843394616170e-03 9.522734727075448172e-03
8.625590323517142582e-03 8.267093730577039501e-03
2.363796134466117534e-03 4.162496574044295509e-03
4.667045961225750779e-03 9.337915689341764677e-03
8.448143693898818585e-03 9.410686214217570469e-03
5.958383880718853137e-03 1.245030659007579244e-04
7.677530316365584022e-03 9.442031908029509257e-03
3.704785949921537633e-03 7.654352080247272053e-03
7.907534355808473747e-03 3.682645236261869893e-03
9.711706902877689784e-03 6.213921471210170563e-03
8.558209456293587548e-04 9.967943843784033905e-03
4.231099880779723779e-03 2.562505088168947481e-03
7.541593933198621758e-03 2.626912212408058934e-03
3.297587350239798796e-03 7.650948865362741831e-03
3.851543497379781807e-04 3.802739359174806075e-03
5.451684754261626291e-03 5.809987153095654173e-03
1.557464012119780597e-03 8.132867242634357272e-03
8.725952364084228405e-03 6.642168587702265703e-03
9.080678607392820081e-03 4.979937892711706893e-03
9.784050176676510960e-03 5.035987313754277349e-03
7.696803139782408846e-04 2.771683958851405005e-03
4.445160395294868970e-03 7.533326150126804129e-03
3.242675696208868318e-03 7.056379057844401788e-03
6.674823001331221459e-03 5.375083026097854464e-04
3.120939079359879437e-03 9.534715862444743256e-03
3.801028976778191015e-03 8.649933766745694988e-03
7.137994749040417301e-03 9.805616949495587695e-03
7.152648829576391254e-03 3.297126105123142229e-04
9.181439234321875711e-03 1.732722218560241645e-03
3.946966578152041535e-03 2.701352597783924971e-04
7.919690799870727008e-03 4.072915986416510842e-03
2.661131449285985759e-03 1.475048342700453589e-03
5.227729581919910232e-03 3.579229223634595829e-03
8.670905200572160895e-03 2.654242427299846781e-03
3.859223823839303801e-03 6.550394052899182612e-03
5.511184057748193948e-03 5.037919750573243392e-03
8.386032325256559394e-03 4.595534624251665194e-03
1.677901191992750562e-03 7.164769531035858167e-03
8.695709810964260406e-03 4.570017193674245047e-03
2.205757050643374615e-04 5.388861272415241405e-03
6.941832714344338233e-03 2.079565388056226708e-03
2.531572497637682635e-04 7.917910256118921436e-03
4.167372147986985430e-03 3.074524912640688203e-03
1.776998617380108744e-03 6.824808524310365873e-03
9.035537506887812709e-03 7.515796682446391867e-03
5.710193094827066898e-03 5.188898700056557810e-03
6.417355737437191411e-04 4.578669446062000326e-03
5.955848154568305769e-03 8.828074264305230470e-03
4.884316634121011434e-03 1.220244795886529310e-03
5.790940259955314716e-03 8.799924916424941776e-03
5.255820880458287464e-03 9.765335561299114814e-03
4.827148770254535357e-03 9.660116317304751760e-03
6.393692793377570537e-03 7.783838141667696192e-03
7.690068600146609916e-03 2.108153105553773384e-03
3.077853551396055303e-03 1.825741934618661626e-03
5.813973565455613814e-03 4.049693625454179810e-03
5.362080933314671179e-03 6.616130804198288272e-03
1.324863854405005856e-03 9.671635964225632973e-03
4.561562272055297469e-03 9.799711954683128570e-03
5.875870037143251200e-03 5.070628621080256436e-03
9.619312622724734280e-03 1.421801950078477360e-03
6.747758140914651009e-03 5.186815820613685513e-03
4.883476824831574879e-03 7.378567636193648048e-03
3.081197208369879006e-03 1.632831437406560577e-03
3.197502634848204024e-03 6.678261098889682473e-03
8.321461777179300565e-03 9.393423293003383412e-03
1.784952624467822093e-03 3.478125124620077158e-03
2.258316168358687464e-03 2.998202692895945206e-03
4.256496822160075934e-04 4.696050379742727071e-03
1.880769373279949285e-03 4.298710091202094345e-03
2.328240450979673177e-04 8.810296361876326227e-03
4.632074348338098731e-03 2.930234777597246452e-03
3.830472069822828205e-03 3.870655048258958217e-03
8.930702841551323851e-03 3.535701965142502845e-03
8.751849288922707070e-04 3.044323273397245202e-03
4.803379242994230622e-03 4.578000982002166687e-03
5.262202586120029793e-03 9.759639617210585233e-03
7.500968093756618139e-03 5.595408974775261876e-03
1.012105395281382185e-03 9.910819221719673403e-03
6.555542181919816157e-03 9.679268245703224680e-03
4.151351841016638448e-03 7.412263223917463228e-03
7.034098587735846883e-03 8.724039147630877414e-03
1.681535793850934702e-03 8.070195969809240352e-03
9.137230959152175744e-03 5.169829337717543084e-03
1.894798397086922643e-03 4.398700469966451351e-03
7.154415278722595257e-03 3.864072571055046645e-03
2.740674484590583174e-03 4.730149977854617056e-03
9.269712811017185097e-03 7.174444416128657014e-03
9.596954998894773742e-03 3.302998134710900553e-03
5.283022700429634497e-03 3.537142377194257663e-03
8.852513337900288701e-03 6.488165937496136008e-03
2.299489716106032592e-03 8.265672777949012451e-03
9.202580330209979287e-03 2.437896484436413887e-03
7.713340898879419635e-03 4.012323529696583402e-03
1.312067576257469788e-03 9.251727449445408796e-04
8.101470544744053190e-03 3.083863469149951582e-03
3.234034101435460939e-03 3.521804526534503405e-03
5.612454340896695648e-03 8.925339396988979032e-03
3.291595436511864873e-03 2.160027983082566869e-03
9.051930375807289500e-03 6.898754649859449237e-03
8.907046085734705854e-03 8.844022084512709325e-03
2.939804492751628417e-03 4.160874623874899828e-03
7.212721293407833682e-03 7.554362490842014832e-03
6.271582266248024000e-03 4.916801615926648383e-03
3.491336001887088408e-03 2.629249407801376170e-03
3.397184319214289691e-03 8.232009794874706188e-03
2.403815097483485812e-03 5.974754313250825108e-03
3.996152905201003774e-03 5.804067861701059025e-03
3.111883963094113758e-03 1.185598856313251808e-03
9.893161277978275089e-03 2.696702098575034894e-03
6.540661508168736822e-03 5.647882579356625077e-03
4.604526227974813785e-03 1.234858525582098812e-03
7.603547102153761575e-03 4.420081184467422424e-03
1.400692408277781848e-03 6.280684502583021127e-03
